predictor_a,predictor_b,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
X_feature_price_price_to_min5,X_feature_price_price_to_min21,0.590577,0.624313,0.588417,0.615224,0.611611,0.557514,0.560108,0.562475,0.541324,0.570772,0.617635,0.569074,0.560894,0.570272,0.558126,0.534731,0.555234,0.561054,0.572919,0.540208,0.592307,0.541873,0.537003,0.547736
X_feature_price_price_to_min5,X_feature_price_price_to_min10,0.783661,0.803493,0.783483,0.793954,0.804130,0.770457,0.766769,0.770120,0.762947,0.768128,0.796474,0.774620,0.773217,0.769960,0.777936,0.753976,0.767834,0.775758,0.774201,0.765501,0.787662,0.754091,0.752573,0.769081
X_feature_price_price_to_min5,X_feature_price_high_to_initial126_exclude21,-0.094011,-0.140205,-0.119754,-0.058587,-0.011720,-0.126792,-0.067126,-0.101206,-0.075495,-0.077463,-0.043928,-0.089368,-0.070472,-0.079947,-0.047703,-0.083760,-0.061652,-0.042047,-0.021015,-0.020870,-0.064397,-0.012640,-0.042882,-0.130583
X_feature_price_price_to_min5,X_feature_price_high_to_initial90_exclude10,0.060091,0.132394,0.099887,0.060506,0.040483,0.126764,0.052289,0.094855,0.045359,0.084026,0.033374,0.110359,0.058561,0.068638,0.041301,0.064502,0.043497,0.033607,0.033434,0.021314,0.070937,-0.003008,0.030082,0.117038
X_feature_price_price_to_min5,X_feature_price_freq_loss_fl756,0.072732,0.091726,-0.013778,0.045813,0.079345,0.088786,-0.001673,-0.043812,-0.028412,-0.052872,-0.006518,0.057391,-0.000604,-0.024269,0.061310,0.043189,0.041516,0.012638,0.067538,0.012493,0.001636,0.023603,-0.001291,0.037441
X_feature_price_price_to_min5,X_feature_price_freq_loss_fl252,-0.000496,-0.055120,-0.085784,0.131628,0.055418,-0.036321,-0.046984,-0.071237,-0.063734,-0.040388,-0.006689,-0.016958,-0.032267,-0.029570,0.044418,-0.022778,-0.016484,-0.026357,0.034924,-0.034704,-0.053339,0.041324,-0.013410,-0.053162
X_feature_price_price_to_min5,X_feature_price_high_to_initial252_exclude21,-0.099981,-0.177769,-0.125144,-0.016753,-0.044231,-0.068310,-0.111916,-0.097176,-0.082268,-0.067228,-0.040212,-0.047314,-0.118215,-0.111742,-0.038225,-0.077039,-0.078731,-0.030543,0.023501,-0.036308,-0.040236,0.002345,-0.034861,-0.124826
X_feature_price_price_to_min5,X_feature_price_trend_streak200_504,0.017015,-0.025623,-0.080349,0.030887,0.124892,0.104541,0.009130,-0.010408,-0.009691,-0.026131,0.025860,0.077887,0.038825,0.010329,0.101228,0.077437,0.048947,0.013443,0.135282,0.057963,0.039511,0.056731,0.026332,0.021973
X_feature_price_price_to_min5,X_feature_price_ret252_shift0,-0.111237,-0.181653,-0.170309,0.103248,0.037480,-0.058326,-0.125635,-0.125297,-0.109989,-0.116502,-0.001225,0.053339,-0.127344,-0.110567,0.009143,-0.121788,-0.096952,-0.053484,0.039119,-0.063199,-0.096102,0.023643,-0.039820,-0.162896
X_feature_price_price_to_min5,X_feature_price_macd_21_252,-0.002169,-0.066513,-0.091106,0.164623,0.127751,0.093103,0.030399,-0.009552,0.004612,-0.022003,0.028790,0.065527,0.047670,0.015820,0.119945,0.037494,0.031822,0.016507,0.126296,0.045520,0.012162,0.107010,0.026789,-0.005281
X_feature_price_price_to_min5,X_feature_price_trend_streak200_126,-0.003672,-0.065983,-0.088002,0.175427,0.109419,0.023541,0.021694,-0.014705,-0.000863,-0.002505,0.027013,0.045459,0.023659,0.016106,0.117496,0.014001,0.027281,0.022326,0.108959,0.034790,-0.002242,0.109414,0.021687,-0.010990
X_feature_price_price_to_min5,X_feature_price_trend_streak200_252,0.003215,-0.073904,-0.091900,0.161620,0.111380,0.061449,0.010873,-0.012092,-0.008567,0.007777,0.020325,0.059688,0.015203,0.014452,0.115780,0.044599,0.024189,0.027536,0.131400,0.038474,0.016328,0.093744,0.025465,-0.000957
X_feature_price_price_to_min5,X_feature_price_freq_loss_fl63,-0.070931,-0.129804,-0.104401,-0.004833,-0.054950,-0.120905,-0.100643,-0.132306,-0.105412,-0.119266,-0.083882,-0.106360,-0.098017,-0.081114,-0.057167,-0.104213,-0.078468,-0.100979,-0.101285,-0.103605,-0.133587,-0.041531,-0.094653,-0.113837
X_feature_price_price_to_min5,X_feature_price_freq_loss_fl21,0.200992,0.241101,0.192615,0.173798,0.170574,0.216442,0.209142,0.238923,0.214411,0.208324,0.200587,0.206833,0.204056,0.181911,0.190745,0.200588,0.195012,0.199468,0.223432,0.221291,0.248160,0.174427,0.190081,0.205926
X_feature_price_price_to_min5,X_feature_price_price_to_min63,0.391095,0.434583,0.391753,0.424520,0.395273,0.350418,0.340781,0.346703,0.327055,0.365533,0.459140,0.362815,0.358577,0.358522,0.344180,0.293148,0.307432,0.348431,0.374662,0.280787,0.380411,0.314460,0.332939,0.323462
X_feature_price_price_to_min5,X_feature_price_macd_10_21,-0.028640,-0.124207,-0.062477,0.019783,0.021880,-0.015928,-0.012236,-0.059689,-0.029793,-0.076177,-0.022496,-0.017329,-0.034833,-0.031710,0.024569,-0.037176,-0.011308,-0.039396,-0.030449,-0.006840,-0.075372,0.024386,-0.016363,-0.043073
X_feature_price_price_to_min5,X_feature_price_sharpe_ratio_compound_r63_volatility63_rolling,-0.142573,-0.231850,-0.168163,0.005168,-0.089606,-0.154355,-0.136876,-0.168432,-0.134943,-0.182031,-0.141867,-0.144321,-0.154269,-0.134139,-0.092703,-0.149291,-0.112525,-0.140111,-0.128206,-0.109161,-0.181391,-0.059903,-0.135348,-0.166829
X_feature_price_price_to_min5,X_feature_price_price_to_ma63,0.276138,0.338927,0.276556,0.206386,0.191946,0.308778,0.274923,0.291275,0.274290,0.291044,0.193120,0.314019,0.303157,0.261136,0.248872,0.304768,0.250172,0.244577,0.276841,0.257195,0.293454,0.226423,0.258794,0.287978
X_feature_price_price_to_min5,X_feature_price_bb_pct126,-0.231013,-0.301856,-0.237137,-0.104213,-0.141713,-0.245405,-0.213828,-0.252771,-0.209856,-0.260836,-0.209012,-0.237115,-0.242540,-0.213086,-0.162978,-0.254242,-0.197834,-0.197613,-0.193429,-0.199816,-0.263180,-0.129115,-0.202427,-0.253073
X_feature_price_price_to_min5,X_feature_price_price_to_min252,-0.234259,-0.289115,-0.271655,-0.226887,-0.218665,-0.239854,-0.183456,-0.203301,-0.184015,-0.211310,-0.342763,-0.293483,-0.187871,-0.220151,-0.157356,-0.184656,-0.154031,-0.183984,-0.216534,-0.126771,-0.204511,-0.138916,-0.243464,-0.219488
X_feature_price_price_to_min5,X_feature_price_ret90_shift0,-0.118235,-0.195642,-0.163086,0.005676,-0.042093,-0.177719,-0.125297,-0.162499,-0.115616,-0.170837,-0.037754,-0.146240,-0.143216,-0.107487,-0.074908,-0.161677,-0.111608,-0.098211,-0.103104,-0.107352,-0.158000,-0.030856,-0.091096,-0.180322
X_feature_price_price_to_min5,X_feature_price_price_to_ma252,-0.141184,-0.221081,-0.196598,0.063479,0.001722,-0.156045,-0.150254,-0.172305,-0.143220,-0.175756,-0.032156,-0.067444,-0.166823,-0.130208,-0.050892,-0.177969,-0.131610,-0.092122,-0.060084,-0.105124,-0.158247,-0.020252,-0.082943,-0.218089
X_feature_price_price_to_min5,X_feature_price_sharpe_ratio_compound_r126_volatility126_rolling,-0.107491,-0.185178,-0.159973,0.064406,0.008170,-0.114557,-0.077792,-0.139568,-0.089029,-0.137882,-0.088126,-0.097916,-0.087809,-0.090728,-0.012098,-0.109051,-0.083539,-0.082069,-0.057599,-0.069664,-0.134154,0.010300,-0.070862,-0.142721
X_feature_price_price_to_min5,X_feature_price_macd_21_126,0.024072,-0.069313,-0.061957,0.150008,0.089798,0.040794,0.040080,-0.004263,0.025689,0.000273,0.005472,0.027132,0.034486,0.031821,0.110526,0.043737,0.045655,0.022459,0.072036,0.044085,-0.003440,0.096764,0.015660,0.011436
X_feature_price_price_to_min5,X_feature_price_final_to_high90_exclude10,0.092273,0.072802,0.056569,0.214105,0.154441,0.129016,0.100242,0.068063,0.088437,0.049451,0.152806,0.159603,0.104144,0.096988,0.161706,0.068006,0.109188,0.085906,0.112888,0.089952,0.037099,0.158807,0.114062,0.085652
X_feature_price_price_to_min5,X_feature_price_price_to_max252,-0.124466,-0.132736,-0.117938,0.126468,0.062134,-0.077708,-0.130433,-0.156485,-0.113193,-0.166178,0.018803,0.049398,-0.132083,-0.097742,0.008849,-0.202507,-0.128846,-0.080231,-0.019519,-0.127142,-0.147762,0.009039,-0.058746,-0.172435
X_feature_price_price_to_min5,X_feature_price_final_to_high252_exclude21,0.074125,0.054519,0.012481,0.229374,0.164814,0.130626,0.093490,0.048853,0.074298,0.037407,0.122149,0.197287,0.087287,0.086411,0.165290,0.058053,0.086685,0.063270,0.141749,0.081509,0.049179,0.160705,0.100876,0.071202
X_feature_price_price_to_min5,X_feature_price_lag1,0.416115,0.402966,0.435775,0.377689,0.347637,0.408042,0.400722,0.391163,0.402899,0.401834,0.371696,0.386128,0.407298,0.354089,0.454102,0.445605,0.429353,0.347928,0.376147,0.407639,0.442305,0.411713,0.405860,0.392009
X_feature_price_price_to_min5,X_feature_price_ret21_shift0,0.291312,0.343098,0.276827,0.248541,0.221641,0.314048,0.296510,0.304093,0.292879,0.298541,0.229511,0.309999,0.302374,0.277980,0.277137,0.308922,0.284342,0.266098,0.293092,0.285923,0.309558,0.259275,0.292172,0.284123
X_feature_price_price_to_min5,X_feature_price_ret10_shift0,0.447803,0.479015,0.433769,0.405825,0.378846,0.464642,0.455190,0.451035,0.445710,0.459637,0.416382,0.461830,0.469154,0.413691,0.465620,0.461148,0.462623,0.427609,0.467517,0.457571,0.439822,0.431095,0.458105,0.433428
X_feature_price_price_to_min5,X_feature_price_ret5_shift0,0.693305,0.683686,0.665410,0.627172,0.620912,0.684768,0.690696,0.697464,0.686524,0.679376,0.616374,0.680473,0.700303,0.655962,0.687422,0.715073,0.697635,0.649546,0.697236,0.720377,0.678327,0.680409,0.677357,0.673232
X_feature_price_price_to_min5,X_feature_price_downside_vol10,0.044126,0.077166,0.046709,0.153702,0.118956,0.069280,0.017564,-0.001459,0.011894,-0.007957,0.090994,0.096668,0.035038,0.040132,0.054380,-0.007907,-0.023698,0.006306,0.009197,-0.048783,-0.035886,0.052305,0.009345,0.032145
X_feature_price_price_to_min5,X_feature_price_downside_vol21,0.112548,0.153305,0.104220,0.217333,0.163268,0.153947,0.091455,0.081236,0.081370,0.062852,0.159735,0.184076,0.105497,0.105772,0.144906,0.065493,0.066024,0.068656,0.097247,0.040514,0.030259,0.136197,0.068919,0.118115
X_feature_price_price_to_min5,X_feature_price_vol10,0.285291,0.333442,0.252158,0.333749,0.289516,0.305551,0.260734,0.259290,0.245974,0.251154,0.290655,0.307038,0.270972,0.245655,0.295166,0.249767,0.217760,0.234731,0.240096,0.194247,0.201096,0.277794,0.225998,0.267366
X_feature_price_price_to_min5,X_feature_price_upside_vol10,0.418942,0.454605,0.372853,0.438510,0.413625,0.426588,0.406438,0.407812,0.385078,0.393017,0.404710,0.415954,0.396679,0.375453,0.430764,0.405883,0.385153,0.398481,0.398222,0.375171,0.380728,0.430741,0.368182,0.420228
X_feature_price_price_to_min5,X_feature_price_upside_vol21,0.299084,0.349948,0.264186,0.350048,0.298500,0.319868,0.288666,0.291660,0.270530,0.276559,0.304384,0.325004,0.285982,0.276523,0.311475,0.289729,0.280709,0.268939,0.290898,0.252962,0.272325,0.318951,0.261873,0.297379
X_feature_price_price_to_min5,X_feature_price_upside_vol63,0.221619,0.281383,0.185894,0.293462,0.236884,0.255785,0.208706,0.206247,0.189008,0.194006,0.236744,0.264742,0.219113,0.211696,0.246685,0.202656,0.191638,0.181379,0.220731,0.156061,0.180795,0.233775,0.191265,0.226399
X_feature_price_price_to_min5,X_feature_price_atr5,0.297297,0.337707,0.255067,0.330483,0.269344,0.325227,0.281407,0.277139,0.256851,0.267298,0.279523,0.324378,0.296787,0.270653,0.305833,0.276757,0.251348,0.232735,0.253580,0.211880,0.193729,0.296423,0.239213,0.291516
X_feature_price_price_to_min5,X_feature_price_downside_vol126,0.163261,0.219234,0.138957,0.262693,0.196542,0.209447,0.150677,0.142740,0.129678,0.120897,0.189993,0.236844,0.179668,0.153158,0.210788,0.136079,0.131660,0.111996,0.174774,0.107773,0.099579,0.204517,0.145102,0.173957
X_feature_price_price_to_min5,X_feature_price_downside_vol63,0.155878,0.206007,0.135741,0.255309,0.188465,0.199934,0.138963,0.127840,0.120210,0.103860,0.190649,0.230413,0.162614,0.142166,0.197305,0.121161,0.122392,0.101799,0.146961,0.098502,0.084135,0.194405,0.131115,0.161506
X_feature_price_price_to_min5,X_feature_price_atr21,0.219450,0.275965,0.189214,0.292014,0.229884,0.254186,0.203746,0.205048,0.191839,0.193204,0.238412,0.269906,0.222061,0.211187,0.246755,0.199725,0.189546,0.168991,0.210657,0.155378,0.153435,0.247427,0.183843,0.232185
X_feature_price_price_to_min5,X_feature_price_atr126,0.194110,0.252427,0.164268,0.276797,0.211547,0.233361,0.176481,0.182948,0.163482,0.166160,0.204716,0.252748,0.203815,0.189948,0.232136,0.173217,0.164955,0.143520,0.197459,0.136506,0.133455,0.225044,0.173719,0.209561
X_feature_price_price_to_min5,X_feature_price_vol252,0.187122,0.243599,0.158092,0.269343,0.203564,0.227562,0.163027,0.168788,0.151054,0.152702,0.200516,0.240674,0.196399,0.174436,0.221976,0.163225,0.153987,0.134364,0.180847,0.123449,0.130886,0.211943,0.156026,0.195766
X_feature_price_price_to_min5,X_feature_market_cap_log_identity,-0.038799,-0.072957,-0.087809,0.047973,0.010192,0.024545,0.031212,0.009193,-0.020306,-0.003061,0.019732,0.084553,0.033818,0.012505,0.052558,0.025576,0.006068,0.006785,0.081460,0.032080,-0.017886,0.047925,0.037443,0.028168
X_feature_price_price_to_min5,X_feature_market_cap_log_std21,0.168121,0.225834,0.157827,0.267174,0.188022,0.234669,0.176059,0.172932,0.162198,0.160845,0.159249,0.239274,0.191315,0.176367,0.198899,0.173511,0.142197,0.118785,0.169993,0.136526,0.118086,0.199006,0.158921,0.186673
X_feature_price_price_to_min5,X_feature_market_cap_log_std126,0.120110,0.186238,0.127082,0.238374,0.174116,0.186342,0.124917,0.136202,0.125088,0.108642,0.168418,0.214887,0.133777,0.132124,0.174509,0.116235,0.119953,0.095532,0.152969,0.084632,0.104098,0.160458,0.126010,0.163690
X_feature_price_price_to_min5,X_feature_market_cap_log_std504,0.116062,0.183227,0.132517,0.217664,0.152501,0.194233,0.134657,0.130918,0.111715,0.118607,0.141202,0.220553,0.162391,0.131635,0.165590,0.109099,0.099466,0.106196,0.144542,0.092272,0.096945,0.153455,0.146938,0.185331
X_feature_price_price_to_min5,X_feature_market_cap_log_std252,0.122734,0.195453,0.135287,0.227871,0.170141,0.186399,0.134176,0.136723,0.125115,0.111519,0.154807,0.225029,0.146812,0.150120,0.179481,0.125726,0.116035,0.101091,0.154336,0.092039,0.113661,0.149149,0.152758,0.185803
X_feature_price_price_to_min5,X_feature_market_cap_log_diff_126,-0.108122,-0.182233,-0.169408,0.040904,0.005333,-0.158409,-0.108512,-0.153951,-0.100344,-0.153850,-0.025970,-0.102907,-0.128134,-0.098338,-0.045909,-0.148718,-0.110399,-0.081712,-0.075068,-0.086803,-0.134800,-0.008525,-0.067547,-0.175213
X_feature_price_price_to_min5,X_feature_market_cap_log_to_min126,0.292401,0.322072,0.310345,0.336038,0.296689,0.269080,0.240578,0.255086,0.239817,0.279255,0.391819,0.303629,0.260091,0.282099,0.233967,0.216722,0.225714,0.267956,0.281322,0.192850,0.291214,0.222651,0.261365,0.254652
X_feature_price_price_to_min5,X_feature_market_cap_log_to_max504,-0.100012,-0.103471,-0.110522,0.142367,0.085197,0.032966,-0.100911,-0.129934,-0.082082,-0.121710,0.020220,0.127984,-0.039983,-0.088966,0.051051,-0.112958,-0.097515,-0.064289,0.054001,-0.061851,-0.113865,0.050178,-0.029573,-0.137154
X_feature_price_price_to_min5,X_feature_market_cap_log_diff_504,-0.101052,-0.141170,-0.142112,-0.046219,0.062963,0.015892,-0.108842,-0.127101,-0.098341,-0.128898,-0.016970,0.089468,-0.048834,-0.108985,-0.016192,-0.043382,-0.083253,-0.080485,0.062141,-0.017540,-0.069972,-0.010951,-0.027021,-0.117601
X_feature_price_price_to_min5,X_feature_market_cap_log_to_min504,-0.150616,-0.220793,-0.196617,-0.150193,-0.119730,-0.203486,-0.158150,-0.156111,-0.135763,-0.174923,-0.264769,-0.284103,-0.181436,-0.150649,-0.119587,-0.135076,-0.122612,-0.140034,-0.145891,-0.087978,-0.129671,-0.101926,-0.204220,-0.216562
X_feature_price_price_to_min5,X_feature_pv_pv_corr21,0.091621,0.144039,0.105449,0.129704,0.082114,0.123151,0.109845,0.121331,0.115870,0.128605,0.088120,0.147525,0.127224,0.097861,0.115259,0.123262,0.113818,0.108231,0.120132,0.114172,0.102996,0.077668,0.106663,0.093892
X_feature_price_price_to_min5,X_feature_pv_pv_corr126,0.047384,0.089242,0.059258,0.051193,0.016869,0.075592,0.032231,0.051724,0.025974,0.061478,0.012639,0.089265,0.070006,0.044594,0.036257,0.055630,0.038930,0.043567,0.062520,0.023079,0.032084,0.006466,0.058578,0.080979
X_feature_price_price_to_min5,X_feature_pv_pv_corr63,0.042801,0.105429,0.053843,0.075367,0.027681,0.080655,0.048089,0.063908,0.044080,0.084458,0.021474,0.103065,0.081281,0.060700,0.058652,0.067428,0.048904,0.064498,0.076067,0.044821,0.051635,0.026715,0.065115,0.083122
X_feature_price_price_to_min5,X_feature_liquidity_turnover_level63,0.122197,0.206669,0.141783,0.222050,0.153022,0.172465,0.137126,0.146261,0.121791,0.109957,0.143251,0.155322,0.125340,0.108632,0.147667,0.116114,0.113461,0.082206,0.129708,0.097842,0.087220,0.136723,0.127403,0.121392
X_feature_price_price_to_min5,X_feature_volume_log_volume_ratio_max126,-0.094417,-0.106167,-0.089316,-0.037690,-0.016293,-0.045252,-0.029563,-0.041988,-0.067559,-0.065219,-0.040352,-0.046397,-0.053109,-0.046568,-0.037504,-0.021093,-0.020985,-0.030171,-0.034136,-0.006937,-0.003091,-0.005205,-0.029161,-0.010946
X_feature_price_price_to_min5,X_feature_volume_log_volume_ratio_max252,-0.092349,-0.108300,-0.083374,-0.037174,-0.026771,-0.053384,-0.033951,-0.042113,-0.069464,-0.065087,-0.050568,-0.052848,-0.044531,-0.044829,-0.037718,-0.022867,-0.028181,-0.026470,-0.035406,-0.008270,0.000626,-0.002559,-0.027262,-0.001168
X_feature_price_price_to_min5,X_feature_pv_illiquidity_mean21,-0.026592,-0.076186,-0.062700,0.047469,0.018798,0.027774,0.040922,0.010914,-0.002727,0.020951,0.048328,0.116109,0.056724,0.041643,0.081839,0.047474,0.029743,0.042140,0.108167,0.063239,0.012146,0.085709,0.052716,0.068307
X_feature_price_price_to_min5,X_feature_volume_log_volume_std504,-0.041229,-0.051592,-0.015361,-0.014510,-0.029911,0.006481,0.044147,0.024302,-0.007686,0.007368,-0.004668,0.038447,0.026656,0.030380,0.057359,0.040883,0.037671,0.014836,0.017649,0.040411,0.006342,0.046900,0.044420,0.038978
X_feature_price_price_to_min5,X_feature_volume_log_volume_std126,-0.050495,-0.067600,-0.032210,-0.013940,-0.011064,0.032243,0.041318,0.021418,-0.013604,0.000239,0.002825,0.060856,0.021427,0.022120,0.042456,0.038925,0.038516,0.006363,0.007425,0.034877,-0.002028,0.040837,0.047000,0.036340
X_feature_price_price_to_min5,X_feature_volume_log_volume_std63,-0.050013,-0.064269,-0.032897,0.002418,-0.002198,0.037117,0.039826,0.024267,-0.011176,0.006962,0.004802,0.062586,0.023889,0.016688,0.040973,0.038520,0.033707,0.008761,0.015722,0.030577,-0.002668,0.037062,0.045417,0.028189
X_feature_price_price_to_min5,X_feature_market_corr504,-0.016710,-0.062900,-0.049097,-0.143516,-0.077696,0.004298,0.056579,0.049445,0.016532,0.022938,-0.017607,0.008553,-0.022853,-0.011245,0.026167,0.028947,0.069161,0.041876,0.070946,0.048697,0.045543,-0.041029,0.063933,0.046239
X_feature_price_price_to_min5,X_feature_market_corr252,-0.027079,-0.079388,-0.055661,-0.151892,-0.046211,0.031217,0.030663,0.056420,0.004411,0.025225,-0.007822,0.016471,-0.048639,0.009870,0.018054,0.023779,0.064600,0.039364,0.065992,0.015714,0.034547,-0.044589,0.087419,0.009871
X_feature_price_price_to_min5,X_feature_short_interest_to_volume_log_ratio_std252,-0.024187,-0.025378,0.003030,0.030936,-0.006629,0.020827,0.047584,0.020622,-0.002803,-0.005053,0.014112,0.055369,0.018981,0.023265,0.052716,0.040709,0.040030,0.011843,0.027308,0.044794,0.016126,0.055625,0.064034,0.050791
X_feature_price_price_to_min5,X_feature_short_interest_to_volume_log_ratio_std63,-0.024169,-0.023058,0.004788,0.014289,0.007926,0.042609,0.046834,0.030690,-0.007359,-0.001440,0.021066,0.047581,0.019614,0.011018,0.043480,0.043080,0.045895,0.011313,0.012305,0.042194,0.009931,0.056290,0.054797,0.039206
X_feature_price_price_to_min5,X_feature_short_interest_to_volume_log_ratio,-0.092429,-0.137908,-0.117105,-0.108017,-0.047612,-0.079826,-0.082674,-0.082448,-0.100086,-0.088227,-0.044217,-0.043133,-0.050034,-0.062198,-0.044959,-0.037251,-0.044289,-0.029474,-0.016092,-0.006507,0.008150,-0.025166,-0.038953,-0.033672
X_feature_price_price_to_min5,X_feature_short_interest_to_volume_log_ratio_mean252,-0.028235,-0.070551,-0.063595,-0.105915,-0.044970,-0.024876,-0.037470,-0.047357,-0.059044,-0.038353,-0.005218,0.023969,-0.001329,-0.015565,-0.017919,0.002545,-0.006109,-0.004180,0.007623,0.033096,0.035312,0.004159,0.011564,0.011756
X_feature_price_price_to_min5,X_feature_short_interest_to_volume_log_ratio_mean63,-0.038108,-0.089211,-0.072658,-0.090873,-0.031646,-0.035919,-0.040785,-0.048097,-0.064186,-0.037761,-0.019356,0.010786,-0.010177,-0.026109,-0.021434,-0.002265,-0.010370,-0.000812,0.011928,0.027423,0.030337,0.003045,0.002601,0.003209
X_feature_price_price_to_min5,X_feature_short_interest_log_diff21,-0.001204,0.007880,0.001212,0.003236,-0.003915,0.007332,-0.002696,0.003747,0.005164,0.002767,0.009911,-0.002551,0.003068,-0.008974,0.020486,-0.010767,0.006500,0.011002,0.003390,-0.000556,0.003766,0.008683,0.015913,-0.016080
X_feature_price_price_to_min5,X_feature_short_interest_log_diff252,-0.006733,-0.011770,0.000308,0.045729,0.023490,-0.000707,0.009070,-0.001814,-0.002085,-0.005231,0.023333,0.010783,-0.011091,-0.018016,0.030704,0.005282,0.007563,0.018857,0.045617,0.013012,0.002288,0.027385,0.040914,-0.020384
X_feature_price_price_to_min5,X_feature_short_interest_log_diff63,-0.005731,0.007518,0.004972,0.017457,0.003413,-0.003193,0.001743,-0.001815,0.004082,0.000837,0.018307,-0.000174,-0.004315,-0.005319,0.035408,-0.006843,0.006623,0.014404,0.021677,0.008936,0.002362,0.022078,0.023727,-0.020368
