predictor_a,predictor_b,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
X_feature_price_final_to_high90_exclude10,X_feature_price_upside_vol10,0.323554,0.238626,0.371138,0.568612,0.505263,0.349409,0.340227,0.237456,0.335792,0.252129,0.420893,0.418133,0.319722,0.377506,0.398552,0.260638,0.310303,0.355197,0.392015,0.374688,0.269747,0.415718,0.378054,0.296171
X_feature_price_final_to_high90_exclude10,X_feature_price_upside_vol21,0.306016,0.194864,0.359792,0.584927,0.531657,0.319435,0.321141,0.181477,0.295861,0.199598,0.410373,0.377257,0.280405,0.345115,0.364929,0.213259,0.264985,0.316432,0.339516,0.327225,0.217507,0.382392,0.343169,0.238700
X_feature_price_final_to_high90_exclude10,X_feature_price_upside_vol63,0.330755,0.194010,0.368007,0.610567,0.551384,0.360758,0.347715,0.181177,0.291580,0.198448,0.401384,0.402927,0.286052,0.343086,0.372835,0.228767,0.258811,0.304605,0.306382,0.302653,0.171097,0.337637,0.367585,0.252513
X_feature_price_final_to_high90_exclude10,X_feature_price_atr5,0.391788,0.292658,0.436106,0.639775,0.592599,0.420745,0.436284,0.314852,0.411597,0.342578,0.525116,0.472595,0.395259,0.466658,0.477340,0.329955,0.401887,0.471914,0.472623,0.460572,0.359103,0.503884,0.466957,0.366105
X_feature_price_final_to_high90_exclude10,X_feature_price_downside_vol126,0.547548,0.404867,0.564250,0.720674,0.684613,0.531544,0.586963,0.504890,0.579997,0.515025,0.636241,0.518539,0.522431,0.612592,0.564240,0.496397,0.560501,0.621457,0.551858,0.593292,0.535060,0.611270,0.536383,0.467455
X_feature_price_final_to_high90_exclude10,X_feature_price_downside_vol63,0.577293,0.475407,0.584321,0.751060,0.726005,0.584762,0.631291,0.556047,0.616267,0.560589,0.661420,0.591882,0.582138,0.647076,0.629365,0.562625,0.615459,0.671625,0.646237,0.662286,0.572604,0.658399,0.610279,0.532583
X_feature_price_final_to_high90_exclude10,X_feature_price_atr21,0.469377,0.351279,0.491640,0.698968,0.667085,0.490299,0.528790,0.400098,0.483605,0.412178,0.578491,0.515468,0.452120,0.530043,0.541947,0.420156,0.483061,0.543351,0.542218,0.545865,0.449116,0.591978,0.534916,0.420328
X_feature_price_final_to_high90_exclude10,X_feature_price_atr126,0.438956,0.306972,0.489341,0.673695,0.623347,0.472736,0.508880,0.385600,0.490422,0.402633,0.546321,0.480611,0.436403,0.515605,0.509746,0.387583,0.466008,0.507128,0.481302,0.501248,0.421624,0.538426,0.482832,0.381800
X_feature_price_final_to_high90_exclude10,X_feature_price_vol252,0.431001,0.280865,0.447276,0.640699,0.605181,0.439999,0.495827,0.355497,0.462980,0.339872,0.523684,0.453500,0.400877,0.490395,0.471925,0.333191,0.418333,0.453567,0.432488,0.451938,0.373878,0.485290,0.436789,0.305620
X_feature_price_final_to_high90_exclude10,X_feature_market_cap_log_identity,0.312155,0.246365,0.160316,0.228485,0.229174,0.123277,0.167914,0.183372,0.196731,0.236456,0.302182,0.307507,0.203927,0.253758,0.262739,0.203188,0.233653,0.236334,0.252773,0.292930,0.217345,0.262910,0.362980,0.190054
X_feature_price_final_to_high90_exclude10,X_feature_market_cap_log_std21,0.355532,0.267078,0.396623,0.598978,0.545513,0.307707,0.335280,0.240720,0.321813,0.265348,0.514330,0.382233,0.301359,0.399309,0.397935,0.222962,0.308276,0.395468,0.366457,0.328568,0.274985,0.385117,0.338852,0.223145
X_feature_price_final_to_high90_exclude10,X_feature_market_cap_log_std126,0.390649,0.269600,0.438217,0.640718,0.603103,0.307106,0.314707,0.227167,0.343762,0.254599,0.676439,0.378561,0.290496,0.432666,0.351064,0.102271,0.286097,0.426815,0.365336,0.247216,0.308439,0.391369,0.348919,0.101076
X_feature_price_final_to_high90_exclude10,X_feature_market_cap_log_std504,0.145038,0.149160,0.373508,0.531076,0.441855,0.349671,0.298553,0.158839,0.317348,0.207567,0.463360,0.393139,0.279409,0.250363,0.343703,0.179225,0.209578,0.266095,0.327364,0.210856,0.174970,0.344549,0.314527,0.206874
X_feature_price_final_to_high90_exclude10,X_feature_market_cap_log_std252,0.245133,0.235340,0.392771,0.557258,0.540564,0.340675,0.290188,0.187628,0.321989,0.194444,0.589585,0.385362,0.222054,0.356857,0.336357,0.106596,0.244281,0.357210,0.349053,0.227826,0.202177,0.382474,0.417314,0.128900
X_feature_price_final_to_high90_exclude10,X_feature_market_cap_log_diff_126,0.566817,0.465398,0.520725,0.678810,0.653872,0.333374,0.481417,0.478162,0.508910,0.535729,0.721563,0.406249,0.448784,0.523497,0.536255,0.425343,0.484924,0.635845,0.596235,0.534205,0.591359,0.638443,0.605120,0.426332
X_feature_price_final_to_high90_exclude10,X_feature_market_cap_log_to_min126,-0.251503,-0.287821,-0.300725,-0.055915,-0.166690,-0.132109,-0.312755,-0.347698,-0.320519,-0.395971,-0.149685,-0.009796,-0.291253,-0.246946,-0.289514,-0.350691,-0.359739,-0.379920,-0.290885,-0.411698,-0.452366,-0.329804,-0.179544,-0.359297
X_feature_price_final_to_high90_exclude10,X_feature_market_cap_log_to_max504,0.677859,0.580982,0.599182,0.678291,0.710261,0.534164,0.657280,0.632612,0.615328,0.642327,0.707751,0.505598,0.554265,0.682780,0.622411,0.586331,0.637716,0.707907,0.600239,0.645519,0.658606,0.643697,0.661651,0.572216
X_feature_price_final_to_high90_exclude10,X_feature_market_cap_log_diff_504,0.249001,0.231027,-0.023075,0.024458,0.507094,0.320068,0.126458,0.170728,0.066481,0.227858,0.421987,0.401845,0.295781,0.157128,0.293895,0.238637,0.132860,0.377916,0.344231,0.396631,0.231555,0.309074,0.486113,0.072555
X_feature_price_final_to_high90_exclude10,X_feature_market_cap_log_to_min504,0.206464,0.208719,-0.020154,-0.010850,0.265488,0.041328,-0.050140,0.156118,0.021666,0.207514,0.158948,-0.064214,-0.067818,0.100897,0.218869,0.158931,0.060128,0.313014,0.254623,0.243058,0.226470,0.276519,0.224316,0.012458
X_feature_price_final_to_high90_exclude10,X_feature_pv_pv_corr21,-0.165320,-0.188672,-0.189874,-0.057703,-0.158848,-0.155782,-0.195381,-0.203350,-0.172972,-0.157914,-0.150867,-0.063052,-0.107354,-0.129756,-0.131313,-0.142579,-0.185457,-0.114085,-0.123214,-0.201521,-0.143679,-0.109380,-0.064246,-0.094147
X_feature_price_final_to_high90_exclude10,X_feature_pv_pv_corr126,-0.286054,-0.255240,-0.242913,-0.169199,-0.237530,-0.186358,-0.275180,-0.265285,-0.302518,-0.222021,-0.312383,-0.095123,-0.133083,-0.214701,-0.218808,-0.191383,-0.247575,-0.257170,-0.186687,-0.286937,-0.291481,-0.271977,-0.058230,-0.100323
X_feature_price_final_to_high90_exclude10,X_feature_pv_pv_corr63,-0.300326,-0.320106,-0.329283,-0.178859,-0.295851,-0.259107,-0.358236,-0.342108,-0.342958,-0.277137,-0.334022,-0.151526,-0.203291,-0.256783,-0.257327,-0.246428,-0.329518,-0.281443,-0.254184,-0.355884,-0.329813,-0.258706,-0.122459,-0.156884
X_feature_price_final_to_high90_exclude10,X_feature_liquidity_turnover_level63,0.360898,0.229329,0.349197,0.491537,0.428315,0.327465,0.399032,0.296752,0.408975,0.309915,0.388108,0.310216,0.313584,0.329165,0.376748,0.311526,0.340900,0.382948,0.354287,0.392916,0.295873,0.375377,0.332473,0.288010
X_feature_price_final_to_high90_exclude10,X_feature_volume_log_volume_ratio_max126,0.066252,0.077511,0.082236,0.104998,0.138287,0.104077,0.157080,0.117862,0.093677,0.070184,0.121573,0.052173,0.086003,0.095454,0.082810,0.111377,0.128383,0.050070,0.092873,0.099229,0.109768,0.073762,0.015429,0.116606
X_feature_price_final_to_high90_exclude10,X_feature_volume_log_volume_ratio_max252,0.031547,0.038721,0.046615,0.070271,0.075279,0.042827,0.091027,0.077353,0.047823,0.049773,0.089637,0.002797,0.055646,0.060138,0.030362,0.044491,0.071088,0.019210,0.063737,0.052939,0.060758,0.044958,-0.029444,0.124239
X_feature_price_final_to_high90_exclude10,X_feature_pv_illiquidity_mean21,0.172074,0.168836,0.087447,0.139359,0.149070,0.033752,0.045771,0.085152,0.088558,0.148737,0.255902,0.257297,0.122204,0.198609,0.209271,0.125090,0.182979,0.179534,0.231389,0.240059,0.185738,0.238136,0.314947,0.151950
X_feature_price_final_to_high90_exclude10,X_feature_volume_log_volume_std504,0.024989,0.039380,-0.011775,-0.037653,-0.072459,-0.027878,0.079200,0.084456,0.098425,0.097770,0.125021,0.095560,0.103454,0.151449,0.138400,0.130167,0.173050,0.050624,0.107221,0.098990,0.105737,0.114165,0.080490,0.164076
X_feature_price_final_to_high90_exclude10,X_feature_volume_log_volume_std126,0.032451,0.048787,-0.007985,-0.039461,0.046955,0.058856,0.130096,0.127096,0.093426,0.102212,0.150186,0.140260,0.111588,0.164409,0.151665,0.164842,0.201017,0.074479,0.100784,0.154294,0.135553,0.110097,0.082817,0.159804
X_feature_price_final_to_high90_exclude10,X_feature_volume_log_volume_std63,0.036541,0.058064,-0.012858,0.003707,0.083642,0.088644,0.141444,0.131250,0.084881,0.093475,0.153543,0.146674,0.123454,0.158361,0.156383,0.175233,0.192003,0.077015,0.103787,0.163039,0.141937,0.117394,0.092546,0.147317
X_feature_price_final_to_high90_exclude10,X_feature_market_corr504,0.120875,0.099227,-0.175103,-0.349998,-0.222217,0.031457,0.054054,0.035703,0.173769,0.040247,0.077025,0.082766,0.099757,0.031403,0.161537,0.236590,0.182475,0.216574,0.240030,0.257502,0.078574,0.046691,0.141912,0.304651
X_feature_price_final_to_high90_exclude10,X_feature_market_corr252,0.093280,0.100197,-0.176037,-0.378979,-0.086783,0.109711,0.016360,0.075252,0.149240,0.040337,0.113485,0.094755,0.060849,0.055585,0.166497,0.237086,0.179783,0.261304,0.269310,0.210251,0.100744,0.045750,0.175070,0.249783
X_feature_price_final_to_high90_exclude10,X_feature_short_interest_to_volume_log_ratio_std252,0.079070,0.080579,0.081459,0.078010,0.000745,0.035880,0.092874,0.093227,0.109578,0.087025,0.159375,0.139159,0.092689,0.146302,0.142503,0.112390,0.189230,0.123709,0.118843,0.128992,0.136789,0.140159,0.187666,0.159638
X_feature_price_final_to_high90_exclude10,X_feature_short_interest_to_volume_log_ratio_std63,0.102667,0.120096,0.086710,0.060116,0.124820,0.138040,0.184334,0.151660,0.131100,0.126183,0.172100,0.153026,0.141856,0.140098,0.198884,0.187767,0.254124,0.108925,0.140034,0.198200,0.180828,0.193381,0.157567,0.188920
X_feature_price_final_to_high90_exclude10,X_feature_short_interest_to_volume_log_ratio,-0.052888,-0.058658,-0.132474,-0.176905,-0.051885,-0.055209,-0.085227,-0.042241,-0.077437,0.048257,0.012308,0.010427,-0.042210,-0.034341,-0.027612,-0.006977,-0.038881,0.025701,0.041014,0.075742,0.007424,0.004080,-0.021977,0.050787
X_feature_price_final_to_high90_exclude10,X_feature_short_interest_to_volume_log_ratio_mean252,-0.041339,-0.004763,-0.139637,-0.243012,-0.151946,-0.026497,-0.074702,-0.034046,-0.054455,0.069961,0.010359,0.088987,-0.033343,0.001556,-0.035491,0.044473,0.011077,0.042275,0.051868,0.115639,0.025280,0.045598,0.010821,0.091941
X_feature_price_final_to_high90_exclude10,X_feature_short_interest_to_volume_log_ratio_mean63,-0.052507,-0.042183,-0.163987,-0.222082,-0.093236,-0.064811,-0.119390,-0.055833,-0.092918,0.045863,-0.008005,0.029974,-0.045474,-0.029411,-0.049591,-0.004323,-0.051594,0.019230,0.034334,0.076439,-0.004587,-0.001339,-0.037056,0.053049
X_feature_price_final_to_high90_exclude10,X_feature_short_interest_log_diff21,-0.015867,-0.033396,-0.003936,-0.022357,-0.015281,-0.018202,-0.023334,-0.012795,-0.006994,0.026015,0.050486,-0.004875,0.003954,0.002450,0.050602,0.030067,0.050732,0.071656,0.059628,0.077547,0.044971,0.070943,0.089022,0.017660
X_feature_price_final_to_high90_exclude10,X_feature_short_interest_log_diff252,0.033776,0.010804,0.025029,0.074589,0.092503,-0.016145,-0.015598,-0.003130,0.002178,0.089347,0.126107,0.015964,0.030105,0.023493,0.097584,0.032977,0.006510,0.131564,0.137561,0.114612,0.063350,0.080864,0.136225,-0.000845
X_feature_price_final_to_high90_exclude10,X_feature_short_interest_log_diff63,-0.011627,-0.037692,-0.000393,-0.022764,-0.010684,-0.026960,-0.042328,-0.012127,-0.001372,0.043971,0.069503,-0.016641,-0.009860,-0.020343,0.073520,0.023216,0.053210,0.075914,0.080281,0.102318,0.065190,0.101382,0.121276,0.027467
X_feature_price_final_to_high90_exclude10,X_feature_short_interest_log_diff126,0.009071,-0.022431,0.020248,0.020895,0.043059,-0.007792,-0.042708,0.001053,-0.001320,0.067178,0.089032,-0.012215,0.011200,-0.006132,0.086505,0.023357,0.033589,0.076857,0.103260,0.102054,0.069452,0.101202,0.135739,0.010935
X_feature_price_price_to_max252,X_feature_price_final_to_high252_exclude21,0.767006,0.805330,0.838949,0.900274,0.897029,0.754263,0.722951,0.756254,0.782033,0.745581,0.894753,0.837221,0.720453,0.765909,0.841476,0.648573,0.716543,0.834117,0.832085,0.756365,0.772287,0.843744,0.823691,0.646444
X_feature_price_price_to_max252,X_feature_price_lag1,-0.128342,-0.131284,-0.139261,-0.063999,-0.115355,-0.093599,-0.148539,-0.119591,-0.145944,-0.158443,-0.075795,-0.021686,-0.128710,-0.190824,0.001360,-0.167147,-0.127019,-0.126712,-0.132226,-0.131742,-0.135130,-0.057740,-0.088420,-0.147870
X_feature_price_price_to_max252,X_feature_price_ret21_shift0,-0.488202,-0.435792,-0.479381,-0.287086,-0.372323,-0.352407,-0.484776,-0.512632,-0.450914,-0.555226,-0.434159,-0.206432,-0.465755,-0.521361,-0.378326,-0.535290,-0.522943,-0.489592,-0.354416,-0.489245,-0.529634,-0.367360,-0.371714,-0.553922
X_feature_price_price_to_max252,X_feature_price_ret10_shift0,-0.381910,-0.328341,-0.350261,-0.210333,-0.285438,-0.294504,-0.388210,-0.401214,-0.357698,-0.434043,-0.306896,-0.162482,-0.366471,-0.405721,-0.280487,-0.446586,-0.398492,-0.370221,-0.251740,-0.376868,-0.397778,-0.273126,-0.280490,-0.443909
X_feature_price_price_to_max252,X_feature_price_ret5_shift0,-0.292254,-0.256883,-0.262163,-0.157065,-0.208851,-0.241118,-0.309935,-0.305734,-0.278875,-0.339012,-0.223523,-0.129518,-0.290652,-0.318340,-0.212477,-0.353202,-0.305214,-0.283155,-0.188632,-0.291091,-0.297951,-0.202684,-0.226884,-0.347120
X_feature_price_price_to_max252,X_feature_price_downside_vol10,0.473026,0.318148,0.423858,0.664398,0.638946,0.460719,0.510760,0.393683,0.458512,0.443881,0.544738,0.551483,0.463996,0.564060,0.541504,0.478357,0.481893,0.537693,0.551491,0.541560,0.441960,0.534700,0.536417,0.464887
X_feature_price_price_to_max252,X_feature_price_downside_vol21,0.531648,0.367372,0.464194,0.735938,0.717184,0.522906,0.578028,0.456221,0.523551,0.498830,0.608585,0.618548,0.527487,0.622367,0.633774,0.535156,0.547168,0.615015,0.644396,0.610995,0.515733,0.613575,0.595769,0.515755
X_feature_price_price_to_max252,X_feature_price_vol10,0.354723,0.199829,0.345620,0.677267,0.635834,0.384228,0.403721,0.251650,0.360613,0.296941,0.497293,0.520891,0.355135,0.464987,0.502293,0.327384,0.368715,0.455895,0.525460,0.449095,0.346718,0.517246,0.484654,0.335616
X_feature_price_price_to_max252,X_feature_price_upside_vol10,0.152509,0.050891,0.206880,0.539737,0.469288,0.213693,0.179936,0.041355,0.167501,0.081982,0.316486,0.379183,0.153315,0.240311,0.311502,0.075497,0.138965,0.229910,0.326580,0.207537,0.115640,0.324504,0.293057,0.101937
X_feature_price_price_to_max252,X_feature_price_upside_vol21,0.230354,0.098268,0.265197,0.625041,0.571217,0.287173,0.253830,0.084655,0.224195,0.127464,0.388730,0.431556,0.208592,0.296707,0.391947,0.132338,0.183652,0.282551,0.387005,0.253925,0.156433,0.379371,0.348818,0.156711
X_feature_price_price_to_max252,X_feature_price_upside_vol63,0.295614,0.144838,0.310976,0.683888,0.631480,0.377688,0.330231,0.145995,0.269819,0.170940,0.439828,0.497490,0.246957,0.336284,0.450155,0.202888,0.226366,0.324855,0.412690,0.276594,0.166974,0.387923,0.413601,0.227742
X_feature_price_price_to_max252,X_feature_price_atr5,0.386414,0.248199,0.384414,0.712278,0.684224,0.426532,0.460140,0.301072,0.405884,0.341972,0.553426,0.553755,0.377706,0.484440,0.543320,0.344133,0.405190,0.512883,0.574436,0.477835,0.398496,0.566193,0.521691,0.358847
X_feature_price_price_to_max252,X_feature_price_downside_vol126,0.552720,0.393918,0.527338,0.797649,0.786477,0.579408,0.614110,0.514618,0.608030,0.550193,0.680696,0.654753,0.527231,0.648122,0.676799,0.524166,0.584062,0.680291,0.676578,0.634759,0.580017,0.675197,0.630792,0.477575
X_feature_price_price_to_max252,X_feature_price_downside_vol63,0.555997,0.410088,0.505244,0.785103,0.781374,0.574647,0.629567,0.514189,0.593453,0.554914,0.666833,0.662215,0.564964,0.660992,0.694624,0.561861,0.593401,0.688444,0.712222,0.661149,0.580725,0.680955,0.637877,0.525768
X_feature_price_price_to_max252,X_feature_price_atr21,0.440775,0.287257,0.418358,0.754737,0.737366,0.486830,0.522515,0.356378,0.463051,0.394046,0.596484,0.597177,0.420967,0.530553,0.600724,0.402786,0.458251,0.564633,0.630579,0.529466,0.449836,0.627294,0.575662,0.393603
X_feature_price_price_to_max252,X_feature_price_atr126,0.421300,0.273734,0.433423,0.753223,0.724660,0.500639,0.515316,0.367763,0.488051,0.401796,0.591592,0.596089,0.406356,0.524430,0.597180,0.380415,0.465172,0.551151,0.603316,0.503564,0.434434,0.603276,0.561791,0.370959
X_feature_price_price_to_max252,X_feature_price_vol252,0.427233,0.264084,0.409785,0.737765,0.710963,0.480234,0.510887,0.365357,0.482256,0.365030,0.577771,0.575674,0.379712,0.511506,0.561041,0.340126,0.439692,0.504004,0.558230,0.455617,0.397083,0.545628,0.532565,0.314393
X_feature_price_price_to_max252,X_feature_market_cap_log_identity,0.373177,0.353457,0.237663,0.249173,0.249867,0.166832,0.163128,0.199537,0.254120,0.281270,0.385315,0.342151,0.215728,0.285073,0.316084,0.218202,0.279011,0.291436,0.296431,0.316768,0.249086,0.311496,0.456712,0.213841
X_feature_price_price_to_max252,X_feature_market_cap_log_std21,0.358796,0.237232,0.352013,0.647842,0.625113,0.314921,0.338290,0.220069,0.318264,0.275605,0.556983,0.469831,0.293027,0.414780,0.453251,0.219994,0.307775,0.443400,0.442858,0.337437,0.311089,0.410552,0.374518,0.213442
X_feature_price_price_to_max252,X_feature_market_cap_log_std126,0.387574,0.214370,0.363260,0.688259,0.666295,0.307496,0.308296,0.182990,0.319648,0.231953,0.673663,0.455106,0.275268,0.421532,0.389777,0.109134,0.276731,0.444627,0.418779,0.229083,0.287131,0.405953,0.360328,0.106032
X_feature_price_price_to_max252,X_feature_market_cap_log_std504,0.092282,0.121718,0.353104,0.596536,0.522229,0.401079,0.265222,0.107023,0.302706,0.205439,0.544987,0.584630,0.220695,0.223981,0.380181,0.161592,0.177475,0.276510,0.438572,0.195577,0.139865,0.390031,0.354456,0.180422
X_feature_price_price_to_max252,X_feature_market_cap_log_std252,0.237860,0.253740,0.416393,0.638972,0.666322,0.428768,0.265247,0.178037,0.343807,0.195998,0.735323,0.592772,0.183292,0.368327,0.450274,0.099443,0.239976,0.414183,0.496956,0.217296,0.226825,0.481476,0.504794,0.079344
X_feature_price_price_to_max252,X_feature_market_cap_log_diff_126,0.697111,0.621637,0.674956,0.735520,0.707469,0.420086,0.614529,0.615297,0.654623,0.644719,0.808983,0.393781,0.587660,0.627970,0.637995,0.527217,0.604932,0.746365,0.669969,0.665143,0.721605,0.746585,0.706621,0.527926
X_feature_price_price_to_max252,X_feature_market_cap_log_to_min126,-0.354928,-0.370707,-0.405643,-0.002296,-0.114359,-0.126014,-0.398677,-0.434845,-0.397690,-0.484437,-0.185200,0.116529,-0.385740,-0.330546,-0.279692,-0.415196,-0.432658,-0.422055,-0.248219,-0.493148,-0.538699,-0.343537,-0.205757,-0.425467
X_feature_price_price_to_max252,X_feature_market_cap_log_to_max504,0.882468,0.810835,0.815591,0.837478,0.888244,0.741556,0.864816,0.881742,0.846748,0.841715,0.899987,0.722788,0.703036,0.893318,0.848130,0.812963,0.869409,0.897630,0.801875,0.825642,0.884932,0.837221,0.890302,0.806525
X_feature_price_price_to_max252,X_feature_market_cap_log_diff_504,0.376243,0.400671,0.151822,0.081237,0.629187,0.467064,0.207190,0.315388,0.192270,0.310651,0.588139,0.529567,0.378706,0.255528,0.456666,0.334592,0.221930,0.504416,0.488468,0.484014,0.392057,0.441933,0.672803,0.154094
X_feature_price_price_to_max252,X_feature_market_cap_log_to_min504,0.332527,0.361436,0.142691,0.040566,0.320752,0.150203,0.036627,0.299466,0.148240,0.300236,0.274714,-0.129418,0.034628,0.194986,0.355055,0.272679,0.164308,0.432030,0.319615,0.364181,0.383892,0.392234,0.349698,0.109978
X_feature_price_price_to_max252,X_feature_pv_pv_corr21,-0.215843,-0.214241,-0.225182,-0.040462,-0.148498,-0.194482,-0.262631,-0.255368,-0.239118,-0.230678,-0.159732,-0.071281,-0.162805,-0.201055,-0.159046,-0.235277,-0.251671,-0.149798,-0.131662,-0.269758,-0.213282,-0.138742,-0.075692,-0.159848
X_feature_price_price_to_max252,X_feature_pv_pv_corr126,-0.341589,-0.322846,-0.293342,-0.143100,-0.235101,-0.231841,-0.328524,-0.305942,-0.374021,-0.289395,-0.314581,-0.094417,-0.181888,-0.258169,-0.264221,-0.247266,-0.302784,-0.283719,-0.189004,-0.363682,-0.364000,-0.303357,-0.080710,-0.128753
X_feature_price_price_to_max252,X_feature_pv_pv_corr63,-0.296482,-0.294544,-0.289687,-0.073875,-0.218276,-0.224723,-0.344148,-0.310601,-0.332071,-0.289770,-0.267563,-0.076151,-0.210501,-0.264960,-0.235205,-0.262598,-0.325217,-0.242815,-0.185108,-0.364769,-0.333306,-0.231948,-0.083527,-0.161114
X_feature_price_price_to_max252,X_feature_liquidity_turnover_level63,0.361016,0.180559,0.273751,0.516772,0.453599,0.276133,0.390725,0.256831,0.412815,0.328757,0.403761,0.335966,0.306482,0.342800,0.410135,0.316361,0.349709,0.415819,0.421518,0.401571,0.312576,0.423552,0.352941,0.284683
X_feature_price_price_to_max252,X_feature_volume_log_volume_ratio_max126,0.085579,0.111244,0.111195,0.103457,0.130578,0.123715,0.158212,0.138604,0.117079,0.073318,0.140181,0.055884,0.100047,0.097001,0.086194,0.103585,0.139193,0.046229,0.098977,0.090820,0.098981,0.073623,0.020824,0.128483
X_feature_price_price_to_max252,X_feature_volume_log_volume_ratio_max252,0.068655,0.096322,0.098060,0.101219,0.098417,0.101449,0.096135,0.119306,0.092231,0.065564,0.131386,0.034716,0.068466,0.070626,0.052006,0.045712,0.100720,0.019757,0.088426,0.050991,0.053269,0.054831,-0.025966,0.144487
X_feature_price_price_to_max252,X_feature_pv_illiquidity_mean21,0.201001,0.261238,0.158188,0.145083,0.156311,0.086740,0.026903,0.086614,0.114867,0.159069,0.316139,0.298324,0.112944,0.205226,0.247906,0.117946,0.202032,0.210623,0.260410,0.237066,0.193767,0.268882,0.392688,0.158048
X_feature_price_price_to_max252,X_feature_volume_log_volume_std504,0.020535,0.071250,-0.016624,-0.060641,-0.113389,-0.032756,0.050403,0.076715,0.119728,0.094581,0.162749,0.066563,0.105489,0.149404,0.138147,0.104540,0.192090,0.031075,0.127863,0.083513,0.085356,0.113064,0.067209,0.181662
X_feature_price_price_to_max252,X_feature_volume_log_volume_std126,0.040258,0.085434,0.001439,-0.052244,0.022760,0.068770,0.113666,0.129903,0.119635,0.092513,0.177914,0.111432,0.116460,0.169133,0.145646,0.144458,0.206067,0.050861,0.099527,0.140452,0.126197,0.104346,0.066943,0.167399
X_feature_price_price_to_max252,X_feature_volume_log_volume_std63,0.048167,0.097827,0.001924,-0.008779,0.050015,0.078237,0.120261,0.127719,0.101192,0.082357,0.170792,0.108783,0.118935,0.155654,0.141584,0.148423,0.189614,0.052365,0.098026,0.142563,0.121203,0.107414,0.072576,0.156190
X_feature_price_price_to_max252,X_feature_market_corr504,0.155201,0.158197,-0.131121,-0.404537,-0.253387,0.034692,0.031226,0.022536,0.214901,0.051335,0.102765,0.015687,0.114068,0.048936,0.133613,0.253541,0.233952,0.238437,0.286143,0.334484,0.137669,0.059667,0.127690,0.343904
X_feature_price_price_to_max252,X_feature_market_corr252,0.138695,0.165302,-0.113926,-0.431790,-0.097947,0.135324,0.009465,0.088132,0.196458,0.054401,0.147305,0.039876,0.101676,0.081802,0.136854,0.268036,0.235723,0.296717,0.322174,0.314735,0.171414,0.077522,0.159754,0.297400
X_feature_price_price_to_max252,X_feature_short_interest_to_volume_log_ratio_std252,0.098183,0.119329,0.093246,0.094682,-0.012815,0.073246,0.078114,0.114052,0.143703,0.094108,0.198303,0.177122,0.109141,0.157460,0.174714,0.107052,0.217854,0.144324,0.148783,0.129691,0.142223,0.162513,0.216228,0.179213
X_feature_price_price_to_max252,X_feature_short_interest_to_volume_log_ratio_std63,0.098736,0.120323,0.063301,0.051149,0.093247,0.132079,0.161990,0.138065,0.141320,0.111271,0.166302,0.131330,0.139687,0.125022,0.175428,0.170686,0.238293,0.089286,0.122859,0.172943,0.157210,0.183961,0.123241,0.187586
X_feature_price_price_to_max252,X_feature_short_interest_to_volume_log_ratio,-0.028838,0.013696,-0.070536,-0.187441,-0.052211,-0.024041,-0.078815,-0.025154,-0.040358,0.063921,0.062293,-0.029344,-0.041545,-0.031114,-0.022342,-0.010388,-0.018397,0.052930,0.052156,0.088159,0.029346,0.004009,-0.022760,0.063454
X_feature_price_price_to_max252,X_feature_short_interest_to_volume_log_ratio_mean252,-0.044475,0.032843,-0.100817,-0.289122,-0.182205,-0.027798,-0.084737,-0.046278,-0.038318,0.065161,0.030068,-0.008692,-0.054239,-0.008823,-0.066223,0.031291,0.005333,0.037576,0.050479,0.116867,0.032094,0.023410,-0.026364,0.086803
X_feature_price_price_to_max252,X_feature_short_interest_to_volume_log_ratio_mean63,-0.030125,0.019808,-0.101831,-0.239202,-0.090234,-0.032520,-0.112296,-0.036628,-0.052346,0.056640,0.045382,-0.026879,-0.051509,-0.025691,-0.056932,-0.000084,-0.029405,0.043169,0.052662,0.099070,0.029974,0.005811,-0.040150,0.075504
X_feature_price_price_to_max252,X_feature_short_interest_log_diff21,0.005033,0.004700,0.022601,-0.000237,0.013301,0.008153,-0.003085,-0.001147,0.010076,0.044605,0.060082,0.009096,0.024561,0.021417,0.069305,0.044663,0.060661,0.079771,0.052650,0.097904,0.046491,0.066461,0.093651,0.011159
X_feature_price_price_to_max252,X_feature_short_interest_log_diff252,0.056611,0.038837,0.039067,0.092874,0.111428,-0.000803,-0.016703,0.006416,0.025024,0.103936,0.168138,0.050592,0.065457,0.054635,0.140346,0.064252,0.052701,0.181032,0.174564,0.156422,0.124779,0.129229,0.198875,0.028621
X_feature_price_price_to_max252,X_feature_short_interest_log_diff63,0.016474,0.004578,0.036159,0.015558,0.025754,0.007809,-0.009640,0.009588,0.025478,0.074733,0.101952,0.022109,0.023200,0.006605,0.118050,0.055108,0.084310,0.103171,0.090676,0.135184,0.091871,0.113662,0.143870,0.025699
X_feature_price_price_to_max252,X_feature_short_interest_log_diff126,0.035460,0.007243,0.039587,0.045103,0.065627,0.006222,-0.026822,0.025149,0.027318,0.087182,0.137722,0.032026,0.048229,0.022715,0.132956,0.058615,0.082475,0.126800,0.135206,0.147461,0.116451,0.143037,0.189959,0.040763
