date,theme,ic
2012-06-20,Short positioning,0.062043
2012-06-27,Momentum & trend,0.185344
2012-06-27,Short-term reversal,0.060548
2012-06-27,Volatility,0.171081
2012-06-27,Size,0.221151
2012-06-27,Liquidity & volume,0.135556
2012-06-27,Market correlation,0.080244
2012-06-27,Short positioning,0.112317
2012-07-05,Momentum & trend,0.097427
2012-07-05,Short-term reversal,0.048568
2012-07-05,Volatility,0.109365
2012-07-05,Size,0.162524
2012-07-05,Liquidity & volume,0.101900
2012-07-05,Market correlation,0.050266
2012-07-05,Short positioning,0.100612
2012-07-12,Momentum & trend,-0.067617
2012-07-12,Short-term reversal,0.141211
2012-07-12,Volatility,-0.072562
2012-07-12,Size,-0.022752
2012-07-12,Liquidity & volume,0.104809
2012-07-12,Market correlation,0.155515
2012-07-12,Short positioning,0.082163
2012-07-19,Momentum & trend,-0.113822
2012-07-19,Short-term reversal,0.015429
2012-07-19,Volatility,-0.106511
2012-07-19,Size,-0.078769
2012-07-19,Liquidity & volume,0.051457
2012-07-19,Market correlation,0.089986
2012-07-19,Short positioning,0.063165
2012-07-26,Momentum & trend,-0.115686
2012-07-26,Short-term reversal,0.120173
2012-07-26,Volatility,-0.127148
2012-07-26,Size,-0.116527
2012-07-26,Liquidity & volume,0.021569
2012-07-26,Market correlation,0.079598
2012-07-26,Short positioning,0.072755
2012-08-02,Momentum & trend,-0.074306
2012-08-02,Short-term reversal,0.103432
2012-08-02,Volatility,-0.122415
2012-08-02,Size,-0.086274
2012-08-02,Liquidity & volume,-0.012562
2012-08-02,Market correlation,0.033666
2012-08-02,Short positioning,0.040402
2012-08-09,Momentum & trend,0.040980
2012-08-09,Short-term reversal,0.014612
2012-08-09,Volatility,-0.016645
2012-08-09,Size,0.060973
2012-08-09,Liquidity & volume,-0.008130
2012-08-09,Market correlation,0.043425
2012-08-09,Short positioning,0.032707
2012-08-16,Momentum & trend,-0.091665
2012-08-16,Short-term reversal,-0.015880
2012-08-16,Volatility,-0.100650
2012-08-16,Size,-0.105119
2012-08-16,Liquidity & volume,-0.022748
2012-08-16,Market correlation,0.083019
2012-08-16,Short positioning,-0.007869
2012-08-23,Momentum & trend,0.060447
2012-08-23,Short-term reversal,0.010743
2012-08-23,Volatility,0.035005
2012-08-23,Size,0.043018
2012-08-23,Liquidity & volume,-0.011974
2012-08-23,Market correlation,0.040200
2012-08-23,Short positioning,-0.004536
2012-08-30,Momentum & trend,0.028424
2012-08-30,Short-term reversal,-0.063805
2012-08-30,Volatility,0.060508
2012-08-30,Size,0.062995
2012-08-30,Liquidity & volume,-0.026092
2012-08-30,Market correlation,0.027613
2012-08-30,Short positioning,-0.024238
2012-09-07,Momentum & trend,0.138231
2012-09-07,Short-term reversal,0.058285
2012-09-07,Volatility,0.129825
2012-09-07,Size,0.124441
2012-09-07,Liquidity & volume,0.007212
2012-09-07,Market correlation,-0.040581
2012-09-07,Short positioning,0.029780
2012-09-14,Momentum & trend,0.165169
2012-09-14,Short-term reversal,0.159588
2012-09-14,Volatility,0.100946
2012-09-14,Size,0.100067
2012-09-14,Liquidity & volume,-0.011006
2012-09-14,Market correlation,-0.179205
2012-09-14,Short positioning,0.005858
2012-09-21,Momentum & trend,0.036600
2012-09-21,Short-term reversal,0.077528
2012-09-21,Volatility,0.046017
2012-09-21,Size,0.012050
2012-09-21,Liquidity & volume,0.043669
2012-09-21,Market correlation,-0.034806
2012-09-21,Short positioning,0.018757
2012-09-28,Momentum & trend,-0.040482
2012-09-28,Short-term reversal,0.030970
2012-09-28,Volatility,0.006068
2012-09-28,Size,-0.057637
2012-09-28,Liquidity & volume,-0.012740
2012-09-28,Market correlation,-0.029874
2012-09-28,Short positioning,-0.002024
2012-10-05,Momentum & trend,-0.127315
2012-10-05,Short-term reversal,0.042417
2012-10-05,Volatility,-0.018769
2012-10-05,Size,-0.100942
2012-10-05,Liquidity & volume,-0.044948
2012-10-05,Market correlation,0.037561
2012-10-05,Short positioning,-0.062922
2012-10-12,Momentum & trend,0.015391
2012-10-12,Short-term reversal,0.093409
2012-10-12,Volatility,0.022307
2012-10-12,Size,-0.015319
2012-10-12,Liquidity & volume,-0.038411
2012-10-12,Market correlation,0.030049
2012-10-12,Short positioning,-0.028496
2012-10-19,Momentum & trend,0.077820
2012-10-19,Short-term reversal,0.120414
2012-10-19,Volatility,0.002398
2012-10-19,Size,-0.012989
2012-10-19,Liquidity & volume,-0.090752
2012-10-19,Market correlation,-0.005537
2012-10-19,Short positioning,-0.043302
2012-10-26,Momentum & trend,-0.002728
2012-10-26,Short-term reversal,0.004255
2012-10-26,Volatility,-0.009213
2012-10-26,Size,-0.042318
2012-10-26,Liquidity & volume,-0.050837
2012-10-26,Market correlation,0.000035
2012-10-26,Short positioning,-0.000243
2012-11-06,Momentum & trend,0.034673
2012-11-06,Short-term reversal,0.032709
2012-11-06,Volatility,0.001829
2012-11-06,Size,-0.023133
2012-11-06,Liquidity & volume,-0.020544
2012-11-06,Market correlation,-0.030145
2012-11-06,Short positioning,0.031381
2012-11-13,Momentum & trend,-0.065090
2012-11-13,Short-term reversal,0.060914
2012-11-13,Volatility,-0.000357
2012-11-13,Size,-0.090533
2012-11-13,Liquidity & volume,0.055765
2012-11-13,Market correlation,0.107246
2012-11-13,Short positioning,0.049886
2012-11-20,Momentum & trend,-0.151487
2012-11-20,Short-term reversal,0.117233
2012-11-20,Volatility,-0.047008
2012-11-20,Size,-0.164466
2012-11-20,Liquidity & volume,0.048949
2012-11-20,Market correlation,0.118801
2012-11-20,Short positioning,0.021351
2012-11-28,Momentum & trend,-0.151971
2012-11-28,Short-term reversal,0.044551
2012-11-28,Volatility,-0.078516
2012-11-28,Size,-0.147655
2012-11-28,Liquidity & volume,0.053073
2012-11-28,Market correlation,0.126526
2012-11-28,Short positioning,0.023272
2012-12-05,Momentum & trend,-0.107039
2012-12-05,Short-term reversal,0.043538
2012-12-05,Volatility,-0.046882
2012-12-05,Size,-0.096296
2012-12-05,Liquidity & volume,0.048358
2012-12-05,Market correlation,0.181580
2012-12-05,Short positioning,0.053648
2012-12-12,Momentum & trend,-0.037172
2012-12-12,Short-term reversal,-0.017364
2012-12-12,Volatility,0.017461
2012-12-12,Size,-0.006341
2012-12-12,Liquidity & volume,0.005016
2012-12-12,Market correlation,0.154688
2012-12-12,Short positioning,0.063545
2012-12-19,Momentum & trend,0.010682
2012-12-19,Short-term reversal,-0.049655
2012-12-19,Volatility,0.105945
2012-12-19,Size,0.064130
2012-12-19,Liquidity & volume,0.001684
2012-12-19,Market correlation,0.156584
2012-12-19,Short positioning,0.088951
2012-12-27,Momentum & trend,0.045890
2012-12-27,Short-term reversal,0.020870
2012-12-27,Volatility,0.087341
2012-12-27,Size,0.052459
2012-12-27,Liquidity & volume,-0.019062
2012-12-27,Market correlation,0.124737
2012-12-27,Short positioning,0.053210
2013-01-04,Momentum & trend,0.082146
2013-01-04,Short-term reversal,0.026087
2013-01-04,Volatility,0.121492
2013-01-04,Size,0.069523
2013-01-04,Liquidity & volume,0.006634
2013-01-04,Market correlation,0.054503
2013-01-04,Short positioning,0.041914
2013-01-11,Momentum & trend,0.063375
2013-01-11,Short-term reversal,0.074915
2013-01-11,Volatility,0.126758
2013-01-11,Size,0.050304
2013-01-11,Liquidity & volume,0.012072
2013-01-11,Market correlation,0.065969
2013-01-11,Short positioning,0.003468
2013-01-18,Momentum & trend,0.013814
2013-01-18,Short-term reversal,-0.055969
2013-01-18,Volatility,0.113560
2013-01-18,Size,0.037163
2013-01-18,Liquidity & volume,0.001087
2013-01-18,Market correlation,0.111150
2013-01-18,Short positioning,-0.006790
2013-01-28,Momentum & trend,0.071325
2013-01-28,Short-term reversal,0.046439
2013-01-28,Volatility,0.152494
2013-01-28,Size,0.078305
2013-01-28,Liquidity & volume,0.027091
2013-01-28,Market correlation,-0.043515
2013-01-28,Short positioning,-0.016977
2013-02-04,Momentum & trend,0.149015
2013-02-04,Short-term reversal,-0.058953
2013-02-04,Volatility,0.223815
2013-02-04,Size,0.207823
2013-02-04,Liquidity & volume,0.122807
2013-02-04,Market correlation,0.042370
2013-02-04,Short positioning,0.049119
2013-02-11,Momentum & trend,0.104269
2013-02-11,Short-term reversal,-0.038282
2013-02-11,Volatility,0.099374
2013-02-11,Size,0.121009
2013-02-11,Liquidity & volume,0.068506
2013-02-11,Market correlation,0.033659
2013-02-11,Short positioning,0.018941
2013-02-19,Momentum & trend,0.130372
2013-02-19,Short-term reversal,0.050081
2013-02-19,Volatility,0.088576
2013-02-19,Size,0.087870
2013-02-19,Liquidity & volume,0.013538
2013-02-19,Market correlation,-0.088848
2013-02-19,Short positioning,-0.007031
2013-02-26,Momentum & trend,0.121887
2013-02-26,Short-term reversal,-0.115889
2013-02-26,Volatility,0.138860
2013-02-26,Size,0.140288
2013-02-26,Liquidity & volume,0.040042
2013-02-26,Market correlation,0.051543
2013-02-26,Short positioning,0.015001
2013-03-05,Momentum & trend,0.053290
2013-03-05,Short-term reversal,0.016490
2013-03-05,Volatility,0.203810
2013-03-05,Size,0.097082
2013-03-05,Liquidity & volume,0.045997
2013-03-05,Market correlation,-0.076545
2013-03-05,Short positioning,-0.013802
2013-03-12,Momentum & trend,0.077913
2013-03-12,Short-term reversal,0.065499
2013-03-12,Volatility,0.236221
2013-03-12,Size,0.175320
2013-03-12,Liquidity & volume,0.105605
2013-03-12,Market correlation,-0.101123
2013-03-12,Short positioning,-0.023558
2013-03-19,Momentum & trend,0.072278
2013-03-19,Short-term reversal,0.012192
2013-03-19,Volatility,0.202622
2013-03-19,Size,0.216192
2013-03-19,Liquidity & volume,0.126614
2013-03-19,Market correlation,-0.108991
2013-03-19,Short positioning,-0.006236
2013-03-26,Momentum & trend,0.026126
2013-03-26,Short-term reversal,0.001207
2013-03-26,Volatility,0.117158
2013-03-26,Size,0.142588
2013-03-26,Liquidity & volume,0.142004
2013-03-26,Market correlation,-0.087595
2013-03-26,Short positioning,0.020280
2013-04-03,Momentum & trend,-0.116182
2013-04-03,Short-term reversal,-0.105869
2013-04-03,Volatility,0.003120
2013-04-03,Size,0.022665
2013-04-03,Liquidity & volume,-0.001362
2013-04-03,Market correlation,-0.102594
2013-04-03,Short positioning,-0.025390
2013-04-10,Momentum & trend,0.008035
2013-04-10,Short-term reversal,0.064029
2013-04-10,Volatility,0.035098
2013-04-10,Size,0.042248
2013-04-10,Liquidity & volume,0.034169
2013-04-10,Market correlation,0.022268
2013-04-10,Short positioning,-0.013943
2013-04-17,Momentum & trend,0.051878
2013-04-17,Short-term reversal,0.048271
2013-04-17,Volatility,0.040028
2013-04-17,Size,0.058564
2013-04-17,Liquidity & volume,0.081809
2013-04-17,Market correlation,0.171835
2013-04-17,Short positioning,0.004142
2013-04-24,Momentum & trend,-0.078241
2013-04-24,Short-term reversal,0.081756
2013-04-24,Volatility,-0.013966
2013-04-24,Size,-0.019214
2013-04-24,Liquidity & volume,0.042967
2013-04-24,Market correlation,0.133055
2013-04-24,Short positioning,-0.019201
2013-05-01,Momentum & trend,-0.055407
2013-05-01,Short-term reversal,0.063562
2013-05-01,Volatility,-0.074436
2013-05-01,Size,-0.033112
2013-05-01,Liquidity & volume,0.015020
2013-05-01,Market correlation,0.196698
2013-05-01,Short positioning,-0.009306
2013-05-08,Momentum & trend,-0.076290
2013-05-08,Short-term reversal,0.039768
2013-05-08,Volatility,-0.069490
2013-05-08,Size,-0.072790
2013-05-08,Liquidity & volume,-0.042879
2013-05-08,Market correlation,-0.020900
2013-05-08,Short positioning,-0.055689
2013-05-15,Momentum & trend,-0.127820
2013-05-15,Short-term reversal,0.005051
2013-05-15,Volatility,-0.079686
2013-05-15,Size,-0.053056
2013-05-15,Liquidity & volume,-0.029825
2013-05-15,Market correlation,-0.030698
2013-05-15,Short positioning,-0.050019
2013-05-22,Momentum & trend,-0.008292
2013-05-22,Short-term reversal,0.020038
2013-05-22,Volatility,-0.053455
2013-05-22,Size,-0.031793
2013-05-22,Liquidity & volume,-0.089492
2013-05-22,Market correlation,-0.067425
2013-05-22,Short positioning,-0.035354
2013-05-30,Momentum & trend,0.048567
2013-05-30,Short-term reversal,0.005357
2013-05-30,Volatility,0.099704
2013-05-30,Size,0.100961
2013-05-30,Liquidity & volume,-0.042286
2013-05-30,Market correlation,-0.071169
2013-05-30,Short positioning,-0.043611
2013-06-06,Momentum & trend,0.102206
2013-06-06,Short-term reversal,-0.048453
2013-06-06,Volatility,0.136893
2013-06-06,Size,0.129652
2013-06-06,Liquidity & volume,-0.064991
2013-06-06,Market correlation,0.029500
2013-06-06,Short positioning,-0.027965
2013-06-13,Momentum & trend,0.143673
2013-06-13,Short-term reversal,-0.038923
2013-06-13,Volatility,0.171053
2013-06-13,Size,0.169343
2013-06-13,Liquidity & volume,-0.036150
2013-06-13,Market correlation,0.069358
2013-06-13,Short positioning,-0.013392
2013-06-20,Momentum & trend,0.147863
2013-06-20,Short-term reversal,-0.041297
2013-06-20,Volatility,0.252669
2013-06-20,Size,0.211502
2013-06-20,Liquidity & volume,0.052302
2013-06-20,Market correlation,0.218498
2013-06-20,Short positioning,0.013064
2013-06-27,Momentum & trend,0.104252
2013-06-27,Short-term reversal,0.082299
2013-06-27,Volatility,0.139635
2013-06-27,Size,0.041792
2013-06-27,Liquidity & volume,0.045098
2013-06-27,Market correlation,0.164263
2013-06-27,Short positioning,0.011579
2013-07-05,Momentum & trend,0.068255
2013-07-05,Short-term reversal,0.063715
2013-07-05,Volatility,0.063824
2013-07-05,Size,0.011534
2013-07-05,Liquidity & volume,0.083291
2013-07-05,Market correlation,0.129481
2013-07-05,Short positioning,0.055049
2013-07-12,Momentum & trend,0.043254
2013-07-12,Short-term reversal,0.048968
2013-07-12,Volatility,-0.012778
2013-07-12,Size,-0.088930
2013-07-12,Liquidity & volume,0.001740
2013-07-12,Market correlation,0.067311
2013-07-12,Short positioning,-0.039017
2013-07-19,Momentum & trend,-0.013526
2013-07-19,Short-term reversal,-0.047157
2013-07-19,Volatility,-0.083798
2013-07-19,Size,-0.149464
2013-07-19,Liquidity & volume,-0.086964
2013-07-19,Market correlation,-0.014867
2013-07-19,Short positioning,-0.114262
2013-07-26,Momentum & trend,-0.025419
2013-07-26,Short-term reversal,-0.061365
2013-07-26,Volatility,-0.084545
2013-07-26,Size,-0.120165
2013-07-26,Liquidity & volume,-0.106334
2013-07-26,Market correlation,-0.034456
2013-07-26,Short positioning,-0.123222
2013-08-02,Momentum & trend,-0.144758
2013-08-02,Short-term reversal,-0.007758
2013-08-02,Volatility,-0.195652
2013-08-02,Size,-0.216874
2013-08-02,Liquidity & volume,-0.112048
2013-08-02,Market correlation,-0.174197
2013-08-02,Short positioning,-0.117286
2013-08-09,Momentum & trend,-0.109055
2013-08-09,Short-term reversal,-0.024735
2013-08-09,Volatility,-0.187498
2013-08-09,Size,-0.122137
2013-08-09,Liquidity & volume,-0.058803
2013-08-09,Market correlation,-0.041451
2013-08-09,Short positioning,-0.022274
2013-08-16,Momentum & trend,0.036903
2013-08-16,Short-term reversal,0.056830
2013-08-16,Volatility,0.008427
2013-08-16,Size,0.056710
2013-08-16,Liquidity & volume,0.094518
2013-08-16,Market correlation,0.066473
2013-08-16,Short positioning,0.039237
2013-08-23,Momentum & trend,-0.036745
2013-08-23,Short-term reversal,0.016518
2013-08-23,Volatility,0.047484
2013-08-23,Size,0.099689
2013-08-23,Liquidity & volume,0.105655
2013-08-23,Market correlation,0.091697
2013-08-23,Short positioning,0.042741
2013-08-30,Momentum & trend,0.107360
2013-08-30,Short-term reversal,-0.096855
2013-08-30,Volatility,0.069018
2013-08-30,Size,0.157366
2013-08-30,Liquidity & volume,-0.007387
2013-08-30,Market correlation,0.120717
2013-08-30,Short positioning,0.031926
2013-09-09,Momentum & trend,0.054352
2013-09-09,Short-term reversal,-0.062287
2013-09-09,Volatility,0.026823
2013-09-09,Size,0.061080
2013-09-09,Liquidity & volume,-0.080689
2013-09-09,Market correlation,-0.044686
2013-09-09,Short positioning,0.004010
2013-09-16,Momentum & trend,0.120829
2013-09-16,Short-term reversal,0.007223
2013-09-16,Volatility,0.065974
2013-09-16,Size,0.044066
2013-09-16,Liquidity & volume,-0.079360
2013-09-16,Market correlation,0.014703
2013-09-16,Short positioning,0.021317
2013-09-23,Momentum & trend,0.139059
2013-09-23,Short-term reversal,-0.017968
2013-09-23,Volatility,0.059054
2013-09-23,Size,0.033270
2013-09-23,Liquidity & volume,0.017113
2013-09-23,Market correlation,0.063244
2013-09-23,Short positioning,0.045057
2013-09-30,Momentum & trend,0.023180
2013-09-30,Short-term reversal,0.022748
2013-09-30,Volatility,0.129560
2013-09-30,Size,0.031898
2013-09-30,Liquidity & volume,0.106534
2013-09-30,Market correlation,0.094873
2013-09-30,Short positioning,0.061825
2013-10-07,Momentum & trend,0.077121
2013-10-07,Short-term reversal,0.052765
2013-10-07,Volatility,0.177264
2013-10-07,Size,0.110129
2013-10-07,Liquidity & volume,0.161477
2013-10-07,Market correlation,0.165677
2013-10-07,Short positioning,0.064996
2013-10-14,Momentum & trend,0.024984
2013-10-14,Short-term reversal,-0.001186
2013-10-14,Volatility,0.103848
2013-10-14,Size,0.076312
2013-10-14,Liquidity & volume,0.103941
2013-10-14,Market correlation,0.087007
2013-10-14,Short positioning,0.045559
2013-10-21,Momentum & trend,0.029655
2013-10-21,Short-term reversal,0.097099
2013-10-21,Volatility,0.120515
2013-10-21,Size,0.081917
2013-10-21,Liquidity & volume,0.140971
2013-10-21,Market correlation,0.078437
2013-10-21,Short positioning,0.021364
2013-10-28,Momentum & trend,0.070930
2013-10-28,Short-term reversal,0.070726
2013-10-28,Volatility,0.108217
2013-10-28,Size,0.109811
2013-10-28,Liquidity & volume,0.099818
2013-10-28,Market correlation,0.038068
2013-10-28,Short positioning,0.029760
2013-11-04,Momentum & trend,0.022690
2013-11-04,Short-term reversal,-0.014264
2013-11-04,Volatility,0.071519
2013-11-04,Size,0.076268
2013-11-04,Liquidity & volume,0.029255
2013-11-04,Market correlation,-0.007698
2013-11-04,Short positioning,0.023168
2013-11-11,Momentum & trend,0.035642
2013-11-11,Short-term reversal,0.044064
2013-11-11,Volatility,0.017416
2013-11-11,Size,0.048225
2013-11-11,Liquidity & volume,0.014150
2013-11-11,Market correlation,0.027559
2013-11-11,Short positioning,0.041798
2013-11-18,Momentum & trend,0.003032
2013-11-18,Short-term reversal,0.007328
2013-11-18,Volatility,-0.116152
2013-11-18,Size,-0.033627
2013-11-18,Liquidity & volume,-0.085981
2013-11-18,Market correlation,-0.013229
2013-11-18,Short positioning,0.022157
2013-11-25,Momentum & trend,0.002130
2013-11-25,Short-term reversal,0.020529
2013-11-25,Volatility,-0.044919
2013-11-25,Size,0.026121
2013-11-25,Liquidity & volume,-0.012842
2013-11-25,Market correlation,0.104891
2013-11-25,Short positioning,0.009775
2013-12-03,Momentum & trend,-0.023634
2013-12-03,Short-term reversal,-0.002941
