date,theme,ic
2010-05-14,Short-term reversal,-0.106302
2010-05-14,Volatility,0.061856
2010-05-14,Size,0.076297
2010-05-14,Liquidity & volume,0.018217
2010-05-14,Market correlation,-0.017866
2010-05-14,Short positioning,0.058187
2010-05-21,Momentum & trend,0.196985
2010-05-21,Short-term reversal,-0.132764
2010-05-21,Volatility,0.114757
2010-05-21,Size,0.132360
2010-05-21,Liquidity & volume,0.062694
2010-05-21,Market correlation,0.011440
2010-05-21,Short positioning,0.070295
2010-05-28,Momentum & trend,0.152470
2010-05-28,Short-term reversal,-0.102688
2010-05-28,Volatility,0.177522
2010-05-28,Size,0.215931
2010-05-28,Liquidity & volume,0.080688
2010-05-28,Market correlation,0.003913
2010-05-28,Short positioning,0.062209
2010-06-07,Momentum & trend,0.093862
2010-06-07,Short-term reversal,-0.110462
2010-06-07,Volatility,0.141806
2010-06-07,Size,0.167773
2010-06-07,Liquidity & volume,0.050900
2010-06-07,Market correlation,0.051840
2010-06-07,Short positioning,0.048827
2010-06-14,Momentum & trend,0.046213
2010-06-14,Short-term reversal,0.054288
2010-06-14,Volatility,0.140140
2010-06-14,Size,0.140881
2010-06-14,Liquidity & volume,0.080403
2010-06-14,Market correlation,0.016088
2010-06-14,Short positioning,0.049434
2010-06-21,Momentum & trend,-0.080406
2010-06-21,Short-term reversal,-0.011982
2010-06-21,Volatility,0.096232
2010-06-21,Size,0.077572
2010-06-21,Liquidity & volume,0.019648
2010-06-21,Market correlation,-0.028312
2010-06-21,Short positioning,0.009650
2010-06-28,Momentum & trend,-0.089411
2010-06-28,Short-term reversal,-0.034712
2010-06-28,Volatility,0.127117
2010-06-28,Size,0.100841
2010-06-28,Liquidity & volume,0.092114
2010-06-28,Market correlation,0.097162
2010-06-28,Short positioning,0.034513
2010-07-06,Momentum & trend,0.000278
2010-07-06,Short-term reversal,0.006972
2010-07-06,Volatility,-0.002468
2010-07-06,Size,0.023214
2010-07-06,Liquidity & volume,0.118095
2010-07-06,Market correlation,0.184732
2010-07-06,Short positioning,0.100141
2010-07-13,Momentum & trend,-0.006189
2010-07-13,Short-term reversal,-0.017192
2010-07-13,Volatility,0.012602
2010-07-13,Size,0.048533
2010-07-13,Liquidity & volume,0.108111
2010-07-13,Market correlation,0.147209
2010-07-13,Short positioning,0.089742
2010-07-20,Momentum & trend,0.054390
2010-07-20,Short-term reversal,-0.047720
2010-07-20,Volatility,0.040319
2010-07-20,Size,0.080657
2010-07-20,Liquidity & volume,0.028452
2010-07-20,Market correlation,0.103184
2010-07-20,Short positioning,0.056253
2010-07-27,Momentum & trend,0.096867
2010-07-27,Short-term reversal,0.013049
2010-07-27,Volatility,0.139014
2010-07-27,Size,0.111880
2010-07-27,Liquidity & volume,-0.057803
2010-07-27,Market correlation,-0.035911
2010-07-27,Short positioning,0.004795
2010-08-03,Momentum & trend,0.183750
2010-08-03,Short-term reversal,0.056969
2010-08-03,Volatility,0.127124
2010-08-03,Size,0.105376
2010-08-03,Liquidity & volume,-0.113021
2010-08-03,Market correlation,-0.103401
2010-08-03,Short positioning,-0.046304
2010-08-10,Momentum & trend,0.104117
2010-08-10,Short-term reversal,-0.078318
2010-08-10,Volatility,0.058527
2010-08-10,Size,0.049283
2010-08-10,Liquidity & volume,-0.122693
2010-08-10,Market correlation,-0.053674
2010-08-10,Short positioning,0.000821
2010-08-17,Momentum & trend,0.120247
2010-08-17,Short-term reversal,-0.073025
2010-08-17,Volatility,0.064437
2010-08-17,Size,0.085891
2010-08-17,Liquidity & volume,-0.061856
2010-08-17,Market correlation,0.015727
2010-08-17,Short positioning,0.028080
2010-08-24,Momentum & trend,0.164774
2010-08-24,Short-term reversal,0.012272
2010-08-24,Volatility,0.089072
2010-08-24,Size,0.102662
2010-08-24,Liquidity & volume,0.072581
2010-08-24,Market correlation,0.134120
2010-08-24,Short positioning,0.054909
2010-08-31,Momentum & trend,0.092820
2010-08-31,Short-term reversal,0.066453
2010-08-31,Volatility,0.084032
2010-08-31,Size,0.053364
2010-08-31,Liquidity & volume,0.045966
2010-08-31,Market correlation,0.126681
2010-08-31,Short positioning,0.036330
2010-09-08,Momentum & trend,0.080722
2010-09-08,Short-term reversal,0.090921
2010-09-08,Volatility,0.113207
2010-09-08,Size,0.088523
2010-09-08,Liquidity & volume,0.110299
2010-09-08,Market correlation,0.158498
2010-09-08,Short positioning,-0.009619
2010-09-15,Momentum & trend,0.038497
2010-09-15,Short-term reversal,0.009549
2010-09-15,Volatility,0.021863
2010-09-15,Size,0.034435
2010-09-15,Liquidity & volume,0.056898
2010-09-15,Market correlation,0.126524
2010-09-15,Short positioning,-0.004112
2010-09-22,Momentum & trend,0.071017
2010-09-22,Short-term reversal,0.040586
2010-09-22,Volatility,0.073698
2010-09-22,Size,0.074319
2010-09-22,Liquidity & volume,0.061992
2010-09-22,Market correlation,0.109692
2010-09-22,Short positioning,0.021977
2010-09-29,Momentum & trend,0.176927
2010-09-29,Short-term reversal,0.096119
2010-09-29,Volatility,0.090752
2010-09-29,Size,0.144371
2010-09-29,Liquidity & volume,0.109388
2010-09-29,Market correlation,0.131001
2010-09-29,Short positioning,0.065970
2010-10-06,Momentum & trend,0.182180
2010-10-06,Short-term reversal,0.102517
2010-10-06,Volatility,0.052430
2010-10-06,Size,0.111769
2010-10-06,Liquidity & volume,0.080822
2010-10-06,Market correlation,0.085727
2010-10-06,Short positioning,0.073827
2010-10-13,Momentum & trend,0.094802
2010-10-13,Short-term reversal,0.043862
2010-10-13,Volatility,0.044285
2010-10-13,Size,0.089089
2010-10-13,Liquidity & volume,0.097651
2010-10-13,Market correlation,0.077082
2010-10-13,Short positioning,0.070406
2010-10-20,Momentum & trend,0.025180
2010-10-20,Short-term reversal,0.051218
2010-10-20,Volatility,-0.091548
2010-10-20,Size,-0.025994
2010-10-20,Liquidity & volume,-0.001263
2010-10-20,Market correlation,0.007265
2010-10-20,Short positioning,0.026379
2010-10-27,Momentum & trend,0.074382
2010-10-27,Short-term reversal,-0.067820
2010-10-27,Volatility,-0.020956
2010-10-27,Size,0.048211
2010-10-27,Liquidity & volume,0.000710
2010-10-27,Market correlation,0.056888
2010-10-27,Short positioning,0.010748
2010-11-03,Momentum & trend,0.056735
2010-11-03,Short-term reversal,-0.108693
2010-11-03,Volatility,-0.038765
2010-11-03,Size,0.022169
2010-11-03,Liquidity & volume,-0.038989
2010-11-03,Market correlation,0.092367
2010-11-03,Short positioning,-0.052103
2010-11-10,Momentum & trend,0.054860
2010-11-10,Short-term reversal,-0.080464
2010-11-10,Volatility,-0.062229
2010-11-10,Size,-0.018439
2010-11-10,Liquidity & volume,-0.069922
2010-11-10,Market correlation,0.094924
2010-11-10,Short positioning,-0.077561
2010-11-17,Momentum & trend,0.076892
2010-11-17,Short-term reversal,-0.091929
2010-11-17,Volatility,0.065123
2010-11-17,Size,0.104070
2010-11-17,Liquidity & volume,0.026910
2010-11-17,Market correlation,0.171793
2010-11-17,Short positioning,-0.040083
2010-11-24,Momentum & trend,-0.087455
2010-11-24,Short-term reversal,0.072523
2010-11-24,Volatility,0.021461
2010-11-24,Size,-0.016231
2010-11-24,Liquidity & volume,-0.000197
2010-11-24,Market correlation,0.116634
2010-11-24,Short positioning,-0.037580
2010-12-02,Momentum & trend,-0.195113
2010-12-02,Short-term reversal,-0.019272
2010-12-02,Volatility,-0.028034
2010-12-02,Size,-0.056187
2010-12-02,Liquidity & volume,0.005561
2010-12-02,Market correlation,0.062010
2010-12-02,Short positioning,-0.028552
2010-12-09,Momentum & trend,-0.212189
2010-12-09,Short-term reversal,-0.020617
2010-12-09,Volatility,-0.037625
2010-12-09,Size,-0.050510
2010-12-09,Liquidity & volume,0.022200
2010-12-09,Market correlation,0.047033
2010-12-09,Short positioning,0.069842
2010-12-16,Momentum & trend,-0.153454
2010-12-16,Short-term reversal,0.125424
2010-12-16,Volatility,-0.165205
2010-12-16,Size,-0.133237
2010-12-16,Liquidity & volume,-0.054278
2010-12-16,Market correlation,0.061253
2010-12-16,Short positioning,0.052669
2010-12-23,Momentum & trend,-0.187280
2010-12-23,Short-term reversal,0.011393
2010-12-23,Volatility,0.018544
2010-12-23,Size,-0.014902
2010-12-23,Liquidity & volume,0.082832
2010-12-23,Market correlation,0.055826
2010-12-23,Short positioning,0.072739
2010-12-31,Momentum & trend,-0.091226
2010-12-31,Short-term reversal,0.000821
2010-12-31,Volatility,0.040054
2010-12-31,Size,0.007473
2010-12-31,Liquidity & volume,0.035160
2010-12-31,Market correlation,0.079747
2010-12-31,Short positioning,0.045382
2011-01-07,Momentum & trend,0.069687
2011-01-07,Short-term reversal,0.055920
2011-01-07,Volatility,0.136447
2011-01-07,Size,0.107160
2011-01-07,Liquidity & volume,0.072102
2011-01-07,Market correlation,0.098670
2011-01-07,Short positioning,-0.011039
2011-01-14,Momentum & trend,0.155660
2011-01-14,Short-term reversal,0.049003
2011-01-14,Volatility,0.113440
2011-01-14,Size,0.108342
2011-01-14,Liquidity & volume,0.054384
2011-01-14,Market correlation,0.072456
2011-01-14,Short positioning,0.026308
2011-01-24,Momentum & trend,0.142464
2011-01-24,Short-term reversal,0.019733
2011-01-24,Volatility,0.059095
2011-01-24,Size,0.036134
2011-01-24,Liquidity & volume,-0.021722
2011-01-24,Market correlation,0.038526
2011-01-24,Short positioning,-0.036375
2011-01-31,Momentum & trend,0.125078
2011-01-31,Short-term reversal,0.018251
2011-01-31,Volatility,0.092065
2011-01-31,Size,0.060980
2011-01-31,Liquidity & volume,0.016469
2011-01-31,Market correlation,0.037727
2011-01-31,Short positioning,-0.010904
2011-02-07,Momentum & trend,0.137164
2011-02-07,Short-term reversal,-0.026236
2011-02-07,Volatility,0.144316
2011-02-07,Size,0.092449
2011-02-07,Liquidity & volume,0.001255
2011-02-07,Market correlation,0.075163
2011-02-07,Short positioning,-0.005801
2011-02-14,Momentum & trend,0.026870
2011-02-14,Short-term reversal,0.047179
2011-02-14,Volatility,0.087489
2011-02-14,Size,0.003097
2011-02-14,Liquidity & volume,-0.041244
2011-02-14,Market correlation,-0.025591
2011-02-14,Short positioning,-0.085282
2011-02-22,Momentum & trend,0.083939
2011-02-22,Short-term reversal,0.002946
2011-02-22,Volatility,0.062084
2011-02-22,Size,0.023346
2011-02-22,Liquidity & volume,-0.058967
2011-02-22,Market correlation,0.025581
2011-02-22,Short positioning,-0.074571
2011-03-01,Momentum & trend,0.103461
2011-03-01,Short-term reversal,0.058367
2011-03-01,Volatility,-0.008404
2011-03-01,Size,0.014062
2011-03-01,Liquidity & volume,0.005471
2011-03-01,Market correlation,0.018117
2011-03-01,Short positioning,-0.042797
2011-03-08,Momentum & trend,0.085170
2011-03-08,Short-term reversal,0.053435
2011-03-08,Volatility,-0.002610
2011-03-08,Size,-0.040413
2011-03-08,Liquidity & volume,-0.070857
2011-03-08,Market correlation,-0.056763
2011-03-08,Short positioning,-0.093830
2011-03-15,Momentum & trend,0.059520
2011-03-15,Short-term reversal,-0.054455
2011-03-15,Volatility,0.159537
2011-03-15,Size,0.111537
2011-03-15,Liquidity & volume,0.050944
2011-03-15,Market correlation,0.005603
2011-03-15,Short positioning,-0.004425
2011-03-22,Momentum & trend,0.079219
2011-03-22,Short-term reversal,0.044702
2011-03-22,Volatility,0.136127
2011-03-22,Size,0.114837
2011-03-22,Liquidity & volume,0.072422
2011-03-22,Market correlation,-0.047552
2011-03-22,Short positioning,0.053833
2011-03-29,Momentum & trend,0.049182
2011-03-29,Short-term reversal,0.004608
2011-03-29,Volatility,0.177358
2011-03-29,Size,0.177196
2011-03-29,Liquidity & volume,0.087854
2011-03-29,Market correlation,0.029352
2011-03-29,Short positioning,0.054815
2011-04-05,Momentum & trend,0.023110
2011-04-05,Short-term reversal,0.133658
2011-04-05,Volatility,0.172613
2011-04-05,Size,0.205652
2011-04-05,Liquidity & volume,0.201694
2011-04-05,Market correlation,0.024005
2011-04-05,Short positioning,0.106423
2011-04-12,Momentum & trend,0.077389
2011-04-12,Short-term reversal,-0.027897
2011-04-12,Volatility,0.164700
2011-04-12,Size,0.225805
2011-04-12,Liquidity & volume,0.147606
2011-04-12,Market correlation,0.062796
2011-04-12,Short positioning,0.109571
2011-04-19,Momentum & trend,0.094105
2011-04-19,Short-term reversal,-0.006213
2011-04-19,Volatility,0.254286
2011-04-19,Size,0.251326
2011-04-19,Liquidity & volume,0.148459
2011-04-19,Market correlation,0.042626
2011-04-19,Short positioning,0.046008
2011-04-27,Momentum & trend,0.073060
2011-04-27,Short-term reversal,0.066102
2011-04-27,Volatility,0.146452
2011-04-27,Size,0.122423
2011-04-27,Liquidity & volume,0.052178
2011-04-27,Market correlation,-0.089149
2011-04-27,Short positioning,0.020017
2011-05-04,Momentum & trend,0.107547
2011-05-04,Short-term reversal,-0.071588
2011-05-04,Volatility,0.006628
2011-05-04,Size,0.010923
2011-05-04,Liquidity & volume,-0.072880
2011-05-04,Market correlation,-0.114891
2011-05-04,Short positioning,0.000921
2011-05-11,Momentum & trend,0.141804
2011-05-11,Short-term reversal,-0.039575
2011-05-11,Volatility,0.053000
2011-05-11,Size,0.036220
2011-05-11,Liquidity & volume,-0.058719
2011-05-11,Market correlation,-0.107865
2011-05-11,Short positioning,-0.002082
2011-05-18,Momentum & trend,0.089115
2011-05-18,Short-term reversal,0.010269
2011-05-18,Volatility,-0.004126
2011-05-18,Size,-0.008268
2011-05-18,Liquidity & volume,-0.114416
2011-05-18,Market correlation,-0.118823
2011-05-18,Short positioning,-0.037661
2011-05-25,Momentum & trend,0.095774
2011-05-25,Short-term reversal,-0.051833
2011-05-25,Volatility,0.009394
2011-05-25,Size,0.047328
2011-05-25,Liquidity & volume,-0.075168
2011-05-25,Market correlation,-0.057838
2011-05-25,Short positioning,-0.023003
2011-06-02,Momentum & trend,0.211369
2011-06-02,Short-term reversal,0.047324
2011-06-02,Volatility,0.082572
2011-06-02,Size,0.149376
2011-06-02,Liquidity & volume,0.062575
2011-06-02,Market correlation,0.102905
2011-06-02,Short positioning,0.069864
2011-06-09,Momentum & trend,0.231212
2011-06-09,Short-term reversal,-0.066475
2011-06-09,Volatility,0.078996
2011-06-09,Size,0.161697
2011-06-09,Liquidity & volume,-0.037690
2011-06-09,Market correlation,0.090025
2011-06-09,Short positioning,0.055862
2011-06-16,Momentum & trend,0.260424
2011-06-16,Short-term reversal,-0.050456
2011-06-16,Volatility,0.030030
2011-06-16,Size,0.157779
2011-06-16,Liquidity & volume,-0.021789
2011-06-16,Market correlation,0.062844
2011-06-16,Short positioning,0.144660
2011-06-23,Momentum & trend,0.174530
2011-06-23,Short-term reversal,0.005750
2011-06-23,Volatility,0.022965
2011-06-23,Size,0.103684
2011-06-23,Liquidity & volume,0.058588
2011-06-23,Market correlation,0.073142
2011-06-23,Short positioning,0.181698
2011-06-30,Momentum & trend,0.015676
2011-06-30,Short-term reversal,-0.080640
2011-06-30,Volatility,-0.059449
2011-06-30,Size,-0.027774
2011-06-30,Liquidity & volume,-0.011091
2011-06-30,Market correlation,-0.068317
2011-06-30,Short positioning,0.111158
2011-07-08,Momentum & trend,-0.040889
2011-07-08,Short-term reversal,-0.012118
2011-07-08,Volatility,-0.057881
2011-07-08,Size,-0.065448
2011-07-08,Liquidity & volume,0.008179
2011-07-08,Market correlation,-0.183874
2011-07-08,Short positioning,0.051665
2011-07-15,Momentum & trend,0.158674
2011-07-15,Short-term reversal,-0.097541
2011-07-15,Volatility,0.069596
2011-07-15,Size,0.061370
2011-07-15,Liquidity & volume,0.012247
2011-07-15,Market correlation,-0.090966
2011-07-15,Short positioning,0.064976
2011-07-22,Momentum & trend,0.173999
2011-07-22,Short-term reversal,0.060841
2011-07-22,Volatility,0.203061
2011-07-22,Size,0.091941
2011-07-22,Liquidity & volume,-0.031886
2011-07-22,Market correlation,-0.177612
2011-07-22,Short positioning,0.000887
2011-07-29,Momentum & trend,0.193016
2011-07-29,Short-term reversal,-0.076328
2011-07-29,Volatility,0.211182
2011-07-29,Size,0.169933
2011-07-29,Liquidity & volume,0.056060
2011-07-29,Market correlation,-0.088371
2011-07-29,Short positioning,0.037178
2011-08-05,Momentum & trend,0.178569
2011-08-05,Short-term reversal,-0.141727
2011-08-05,Volatility,0.108176
2011-08-05,Size,0.180785
2011-08-05,Liquidity & volume,-0.013009
2011-08-05,Market correlation,-0.039839
2011-08-05,Short positioning,0.038322
2011-08-12,Momentum & trend,0.127974
2011-08-12,Short-term reversal,-0.144660
2011-08-12,Volatility,0.179149
2011-08-12,Size,0.179408
2011-08-12,Liquidity & volume,-0.018288
2011-08-12,Market correlation,-0.089685
2011-08-12,Short positioning,0.025177
2011-08-19,Momentum & trend,0.285162
2011-08-19,Short-term reversal,-0.049107
2011-08-19,Volatility,0.087453
2011-08-19,Size,0.253915
2011-08-19,Liquidity & volume,0.066740
2011-08-19,Market correlation,0.039262
2011-08-19,Short positioning,0.112205
2011-08-26,Momentum & trend,0.165651
2011-08-26,Short-term reversal,-0.053879
2011-08-26,Volatility,0.118823
2011-08-26,Size,0.195034
2011-08-26,Liquidity & volume,0.020891
2011-08-26,Market correlation,-0.110531
2011-08-26,Short positioning,0.036594
2011-09-02,Momentum & trend,0.169352
2011-09-02,Short-term reversal,-0.008649
2011-09-02,Volatility,0.211299
2011-09-02,Size,0.203031
2011-09-02,Liquidity & volume,0.046000
2011-09-02,Market correlation,-0.037690
2011-09-02,Short positioning,0.022577
2011-09-12,Momentum & trend,0.082922
2011-09-12,Short-term reversal,-0.008550
2011-09-12,Volatility,0.182479
2011-09-12,Size,0.191465
2011-09-12,Liquidity & volume,0.131437
2011-09-12,Market correlation,0.091743
2011-09-12,Short positioning,0.046139
2011-09-19,Momentum & trend,-0.002735
2011-09-19,Short-term reversal,0.024600
2011-09-19,Volatility,0.112198
2011-09-19,Size,0.096145
2011-09-19,Liquidity & volume,0.065184
2011-09-19,Market correlation,0.071152
2011-09-19,Short positioning,0.008850
2011-09-26,Momentum & trend,-0.024229
2011-09-26,Short-term reversal,0.128530
2011-09-26,Volatility,0.087360
2011-09-26,Size,0.007766
2011-09-26,Liquidity & volume,0.122804
2011-09-26,Market correlation,0.233744
2011-09-26,Short positioning,0.027470
2011-10-03,Momentum & trend,0.035778
2011-10-03,Short-term reversal,0.106148
2011-10-03,Volatility,-0.055688
2011-10-03,Size,-0.031607
2011-10-03,Liquidity & volume,0.042008
2011-10-03,Market correlation,0.186611
2011-10-03,Short positioning,0.062186
2011-10-10,Momentum & trend,-0.026055
2011-10-10,Short-term reversal,0.116734
2011-10-10,Volatility,-0.043577
2011-10-10,Size,-0.088200
2011-10-10,Liquidity & volume,-0.037622
2011-10-10,Market correlation,0.054051
2011-10-10,Short positioning,0.056503
2011-10-17,Momentum & trend,-0.036018
2011-10-17,Short-term reversal,0.034938
2011-10-17,Volatility,0.028709
2011-10-17,Size,-0.027265
2011-10-17,Liquidity & volume,0.014199
2011-10-17,Market correlation,0.090927
2011-10-17,Short positioning,0.027913
2011-10-24,Momentum & trend,-0.008193
2011-10-24,Short-term reversal,0.070221
2011-10-24,Volatility,0.001163
2011-10-24,Size,-0.050713
2011-10-24,Liquidity & volume,-0.078004
2011-10-24,Market correlation,-0.037782
2011-10-24,Short positioning,-0.015410
2011-10-31,Momentum & trend,0.157208
2011-10-31,Short-term reversal,0.081212
2011-10-31,Volatility,0.163322
2011-10-31,Size,0.121928
2011-10-31,Liquidity & volume,-0.086341
2011-10-31,Market correlation,-0.038665
2011-10-31,Short positioning,-0.037661
2011-11-07,Momentum & trend,0.121560
2011-11-07,Short-term reversal,-0.002904
2011-11-07,Volatility,0.151812
2011-11-07,Size,0.133601
2011-11-07,Liquidity & volume,0.024059
2011-11-07,Market correlation,0.076860
2011-11-07,Short positioning,-0.027558
2011-11-14,Momentum & trend,0.142983
2011-11-14,Short-term reversal,-0.032392
2011-11-14,Volatility,0.200448
2011-11-14,Size,0.175363
2011-11-14,Liquidity & volume,0.028036
2011-11-14,Market correlation,0.012297
2011-11-14,Short positioning,-0.043974
2011-11-21,Momentum & trend,0.207379
2011-11-21,Short-term reversal,-0.171049
2011-11-21,Volatility,0.313747
2011-11-21,Size,0.299065
2011-11-21,Liquidity & volume,0.140781
2011-11-21,Market correlation,0.082790
2011-11-21,Short positioning,0.004710
2011-11-29,Momentum & trend,0.148777
2011-11-29,Short-term reversal,-0.023350
2011-11-29,Volatility,0.286998
2011-11-29,Size,0.208880
2011-11-29,Liquidity & volume,0.152643
2011-11-29,Market correlation,0.068033
2011-11-29,Short positioning,0.012276
2011-12-06,Momentum & trend,0.097923
2011-12-06,Short-term reversal,0.040914
2011-12-06,Volatility,0.176198
2011-12-06,Size,0.120618
2011-12-06,Liquidity & volume,0.092350
2011-12-06,Market correlation,0.048620
2011-12-06,Short positioning,0.058907
2011-12-13,Momentum & trend,-0.051202
2011-12-13,Short-term reversal,-0.005243
2011-12-13,Volatility,0.010878
2011-12-13,Size,-0.017921
2011-12-13,Liquidity & volume,0.118957
2011-12-13,Market correlation,0.188988
2011-12-13,Short positioning,0.058419
2011-12-20,Momentum & trend,-0.130030
2011-12-20,Short-term reversal,0.064843
2011-12-20,Volatility,-0.088814
2011-12-20,Size,-0.099525
2011-12-20,Liquidity & volume,0.103591
2011-12-20,Market correlation,0.197616
2011-12-20,Short positioning,0.054233
2011-12-28,Momentum & trend,-0.148954
2011-12-28,Short-term reversal,0.165679
2011-12-28,Volatility,-0.184749
2011-12-28,Size,-0.183255
2011-12-28,Liquidity & volume,0.054870
2011-12-28,Market correlation,0.161304
2011-12-28,Short positioning,0.017343
2012-01-05,Momentum & trend,-0.100057
2012-01-05,Short-term reversal,0.042853
2012-01-05,Volatility,-0.083564
2012-01-05,Size,-0.084844
2012-01-05,Liquidity & volume,0.024152
2012-01-05,Market correlation,0.071672
2012-01-05,Short positioning,0.009779
2012-01-12,Momentum & trend,-0.035349
2012-01-12,Short-term reversal,0.025235
2012-01-12,Volatility,-0.065319
2012-01-12,Size,-0.031642
2012-01-12,Liquidity & volume,0.000076
2012-01-12,Market correlation,-0.002525
2012-01-12,Short positioning,0.027398
2012-01-20,Momentum & trend,-0.052471
2012-01-20,Short-term reversal,-0.000101
2012-01-20,Volatility,-0.078808
2012-01-20,Size,-0.065484
2012-01-20,Liquidity & volume,-0.035860
2012-01-20,Market correlation,-0.012960
2012-01-20,Short positioning,0.007368
2012-01-27,Momentum & trend,0.048964
2012-01-27,Short-term reversal,0.034721
2012-01-27,Volatility,0.011900
2012-01-27,Size,0.044616
2012-01-27,Liquidity & volume,0.008407
2012-01-27,Market correlation,0.001730
2012-01-27,Short positioning,0.044499
2012-02-03,Momentum & trend,0.132882
2012-02-03,Short-term reversal,0.060235
2012-02-03,Volatility,0.123705
2012-02-03,Size,0.162391
2012-02-03,Liquidity & volume,0.017105
2012-02-03,Market correlation,-0.040803
2012-02-03,Short positioning,0.026360
2012-02-10,Momentum & trend,0.176269
2012-02-10,Short-term reversal,0.011226
2012-02-10,Volatility,0.192032
2012-02-10,Size,0.226893
2012-02-10,Liquidity & volume,0.060934
2012-02-10,Market correlation,0.013577
2012-02-10,Short positioning,0.011940
2012-02-17,Momentum & trend,0.187273
2012-02-17,Short-term reversal,0.100299
2012-02-17,Volatility,0.166665
2012-02-17,Size,0.215790
2012-02-17,Liquidity & volume,0.108097
2012-02-17,Market correlation,0.050742
2012-02-17,Short positioning,0.032301
2012-02-27,Momentum & trend,0.182359
2012-02-27,Short-term reversal,-0.027298
2012-02-27,Volatility,0.217265
2012-02-27,Size,0.262125
2012-02-27,Liquidity & volume,0.108525
2012-02-27,Market correlation,0.045225
2012-02-27,Short positioning,0.071886
2012-03-05,Momentum & trend,0.151319
2012-03-05,Short-term reversal,-0.101703
2012-03-05,Volatility,0.204972
2012-03-05,Size,0.229669
2012-03-05,Liquidity & volume,0.122396
2012-03-05,Market correlation,0.075587
2012-03-05,Short positioning,0.071768
2012-03-12,Momentum & trend,0.129689
2012-03-12,Short-term reversal,-0.076309
2012-03-12,Volatility,0.118310
2012-03-12,Size,0.176442
2012-03-12,Liquidity & volume,0.075814
2012-03-12,Market correlation,-0.053112
2012-03-12,Short positioning,0.092229
2012-03-19,Momentum & trend,0.341571
2012-03-19,Short-term reversal,0.120410
2012-03-19,Volatility,0.304029
2012-03-19,Size,0.326533
2012-03-19,Liquidity & volume,0.079507
2012-03-19,Market correlation,-0.054230
2012-03-19,Short positioning,0.078605
2012-03-26,Momentum & trend,0.216769
2012-03-26,Short-term reversal,0.023750
2012-03-26,Volatility,0.198386
2012-03-26,Size,0.226569
2012-03-26,Liquidity & volume,0.088379
2012-03-26,Market correlation,-0.029710
2012-03-26,Short positioning,0.051859
2012-04-02,Momentum & trend,0.186968
2012-04-02,Short-term reversal,-0.044087
2012-04-02,Volatility,0.149664
2012-04-02,Size,0.178058
2012-04-02,Liquidity & volume,0.060613
2012-04-02,Market correlation,-0.018469
2012-04-02,Short positioning,0.058021
2012-04-10,Momentum & trend,0.181210
2012-04-10,Short-term reversal,-0.183335
2012-04-10,Volatility,0.229245
2012-04-10,Size,0.212452
2012-04-10,Liquidity & volume,0.069273
2012-04-10,Market correlation,0.030927
2012-04-10,Short positioning,0.078313
2012-04-17,Momentum & trend,0.156551
2012-04-17,Short-term reversal,-0.149176
2012-04-17,Volatility,0.173608
2012-04-17,Size,0.183670
2012-04-17,Liquidity & volume,-0.027165
2012-04-17,Market correlation,-0.095095
2012-04-17,Short positioning,0.019784
2012-04-24,Momentum & trend,0.197930
2012-04-24,Short-term reversal,-0.100561
2012-04-24,Volatility,0.151881
2012-04-24,Size,0.215502
2012-04-24,Liquidity & volume,-0.006114
2012-04-24,Market correlation,-0.110107
2012-04-24,Short positioning,0.031971
2012-05-01,Momentum & trend,0.166139
2012-05-01,Short-term reversal,0.000076
2012-05-01,Volatility,0.076523
2012-05-01,Size,0.111454
2012-05-01,Liquidity & volume,-0.090095
2012-05-01,Market correlation,-0.165379
2012-05-01,Short positioning,-0.053292
2012-05-08,Momentum & trend,0.096767
2012-05-08,Short-term reversal,0.004488
2012-05-08,Volatility,0.076886
2012-05-08,Size,0.077397
2012-05-08,Liquidity & volume,0.014302
2012-05-08,Market correlation,-0.109795
2012-05-08,Short positioning,-0.000794
2012-05-15,Momentum & trend,0.103052
2012-05-15,Short-term reversal,-0.038018
2012-05-15,Volatility,0.143365
2012-05-15,Size,0.140568
2012-05-15,Liquidity & volume,0.145618
2012-05-15,Market correlation,-0.006423
2012-05-15,Short positioning,0.077993
2012-05-22,Momentum & trend,0.086968
2012-05-22,Short-term reversal,-0.056378
2012-05-22,Volatility,0.153583
2012-05-22,Size,0.128010
2012-05-22,Liquidity & volume,0.116766
2012-05-22,Market correlation,0.032284
2012-05-22,Short positioning,0.096183
2012-05-30,Momentum & trend,0.051084
2012-05-30,Short-term reversal,-0.058210
2012-05-30,Volatility,0.143515
2012-05-30,Size,0.108418
2012-05-30,Liquidity & volume,0.058389
2012-05-30,Market correlation,-0.061577
2012-05-30,Short positioning,0.027760
2012-06-06,Momentum & trend,0.153151
2012-06-06,Short-term reversal,-0.008370
2012-06-06,Volatility,0.129888
2012-06-06,Size,0.126316
2012-06-06,Liquidity & volume,0.036503
2012-06-06,Market correlation,0.004758
2012-06-06,Short positioning,-0.005186
2012-06-13,Momentum & trend,0.108537
2012-06-13,Short-term reversal,-0.039088
2012-06-13,Volatility,0.118250
2012-06-13,Size,0.111540
2012-06-13,Liquidity & volume,-0.007409
2012-06-13,Market correlation,-0.095971
2012-06-13,Short positioning,0.006128
2012-06-20,Momentum & trend,0.174578
2012-06-20,Short-term reversal,0.075194
2012-06-20,Volatility,0.179871
2012-06-20,Size,0.196388
2012-06-20,Liquidity & volume,0.064447
2012-06-20,Market correlation,-0.012628
